gene_symbol	ensembl
AL512408.1	ENSG00000260063
ARID1A	ENSG00000117713
PIGV	ENSG00000060642
RN7SL165P	ENSG00000241188
AL034380.2	ENSG00000287810
ZDHHC18	ENSG00000204160
SFN	ENSG00000175793
GPN2	ENSG00000142751
AL034380.1	ENSG00000226698
GPATCH3	ENSG00000198746
NUDC	ENSG00000090273
NR0B2	ENSG00000131910
KDF1	ENSG00000175707
RPL12P13	ENSG00000172746
AL356390.1	ENSG00000224064
OSTCP2	ENSG00000225294
TRNP1	ENSG00000253368
TENT5B	ENSG00000158246
SLC9A1	ENSG00000090020
AL590640.2	ENSG00000229985
CHCHD3P3	ENSG00000214973
NPM1P39	ENSG00000225159
SNRPEP7	ENSG00000225990
AL590640.1	ENSG00000224311
WDTC1	ENSG00000142784
Y_RNA	ENSG00000252098
FO393419.3	ENSG00000243659
TMEM222	ENSG00000186501
RNU6-48P	ENSG00000206888
ACTG1P20	ENSG00000241547
SYTL1	ENSG00000142765
MAP3K6	ENSG00000142733
FCN3	ENSG00000142748
CD164L2	ENSG00000174950
FO393419.1	ENSG00000231207
GPR3	ENSG00000181773
WASF2	ENSG00000158195
FO393419.2	ENSG00000241169
BX293535.1	ENSG00000237429
AHDC1	ENSG00000126705
FGR	ENSG00000000938
AL031729.1	ENSG00000235912
LINC02574	ENSG00000233975
IFI6	ENSG00000126709
AL445490.1	ENSG00000225886
RNU6-949P	ENSG00000206767
CHMP1AP1	ENSG00000226662
RNU6-424P	ENSG00000207095
AL020997.5	ENSG00000287244
FAM76A	ENSG00000009780
AL020997.1	ENSG00000231344
RPEP3	ENSG00000230833
STX12	ENSG00000117758
AL020997.2	ENSG00000269971
AL020997.3	ENSG00000270031
RNU6-1245P	ENSG00000223062
AL020997.4	ENSG00000286433
PPP1R8	ENSG00000117751
SCARNA1	ENSG00000252947
THEMIS2	ENSG00000130775
RPA2	ENSG00000117748
SMPDL3B	ENSG00000130768
AL512288.1	ENSG00000227050
XKR8	ENSG00000158156
EYA3	ENSG00000158161
AL512288.2	ENSG00000238231
RN7SL559P	ENSG00000240750
SPCS2P4	ENSG00000228589
AL137792.2	ENSG00000228943
AL137792.1	ENSG00000214812
RNU6-176P	ENSG00000253005
PTAFR	ENSG00000169403
DNAJC8	ENSG00000126698
ATP5IF1	ENSG00000130770
AL353622.1	ENSG00000270605
AL353622.2	ENSG00000271398
SESN2	ENSG00000130766
MED18	ENSG00000130772
PHACTR4	ENSG00000204138
Y_RNA	ENSG00000206779
CR391992.1	ENSG00000229820
RNU6ATAC27P	ENSG00000221216
RCC1	ENSG00000180198
SNHG3	ENSG00000242125
SNORA73A	ENSG00000274266
SNORA73B	ENSG00000200087
PRDX3P2	ENSG00000231468
AL513497.1	ENSG00000279443
TRNAU1AP	ENSG00000180098
SNHG12	ENSG00000197989
SNORD99	ENSG00000221539
SNORA61	ENSG00000278274
SNORA44	ENSG00000273544
SNORA16A	ENSG00000280498
SNORA16A	ENSG00000274582
TAF12	ENSG00000120656
RAB42	ENSG00000188060
LINC01715	ENSG00000229388
AL360012.1	ENSG00000270103
RNU11	ENSG00000274978
GMEB1	ENSG00000162419
AL645729.1	ENSG00000252777
YTHDF2	ENSG00000198492
OPRD1	ENSG00000116329
AL009181.1	ENSG00000233427
Y_RNA	ENSG00000199756
EPB41	ENSG00000159023
AL138785.1	ENSG00000225616
Y_RNA	ENSG00000206704
Metazoa_SRP	ENSG00000277958
TMEM200B	ENSG00000253304
AL357500.1	ENSG00000225750
SRSF4	ENSG00000116350
AL357500.2	ENSG00000277916
MECR	ENSG00000116353
AL590729.1	ENSG00000237934
PTPRU	ENSG00000060656
LINC01756	ENSG00000230523
AL671862.1	ENSG00000225011
AC092265.1	ENSG00000228176
AL645944.2	ENSG00000284676
AL645944.1	ENSG00000270927
LINC01648	ENSG00000233399
AL137076.1	ENSG00000233372
AL021921.1	ENSG00000231251
AL161638.2	ENSG00000236335
AL161638.1	ENSG00000231949
MATN1	ENSG00000162510
MATN1-AS1	ENSG00000186056
AL137857.1	ENSG00000287510
LAPTM5	ENSG00000162511
MIR4420	ENSG00000264773
AL137027.1	ENSG00000229607
LINC01778	ENSG00000223382
RN7SKP91	ENSG00000222784
AL445235.1	ENSG00000235143
SDC3	ENSG00000162512
RN7SL371P	ENSG00000266210
PUM1	ENSG00000134644
AL356320.2	ENSG00000237329
AL356320.1	ENSG00000232768
SELENOWP1	ENSG00000215900
AC114495.1	ENSG00000225142
NKAIN1	ENSG00000084628
SNRNP40	ENSG00000060688
AC114495.2	ENSG00000229447
ZCCHC17	ENSG00000121766
AL451070.1	ENSG00000229044
FABP3	ENSG00000121769
SERINC2	ENSG00000168528
AC209007.1	ENSG00000215899
RNU6-40P	ENSG00000206981
LDC1P	ENSG00000260386
Y_RNA	ENSG00000265961
LINC01226	ENSG00000284543
AC114488.1	ENSG00000229167
TINAGL1	ENSG00000142910
HCRTR1	ENSG00000121764
PEF1	ENSG00000162517
PEF1-AS1	ENSG00000235790
AC114488.2	ENSG00000264078
COL16A1	ENSG00000084636
ADGRB2	ENSG00000121753
MIR4254	ENSG00000266580
AL354919.2	ENSG00000254545
SPOCD1	ENSG00000134668
AL354919.1	ENSG00000203620
AL136115.2	ENSG00000269967
PTP4A2	ENSG00000184007
AL136115.1	ENSG00000228634
AL136115.3	ENSG00000284702
KHDRBS1	ENSG00000121774
AL445248.1	ENSG00000203325
TMEM39B	ENSG00000121775
MIR5585	ENSG00000266203
Metazoa_SRP	ENSG00000276493
KPNA6	ENSG00000025800
AL049795.2	ENSG00000250135
TXLNA	ENSG00000084652
CCDC28B	ENSG00000160050
AL049795.1	ENSG00000224066
IQCC	ENSG00000160051
DCDC2B	ENSG00000222046
TMEM234	ENSG00000160055
EIF3I	ENSG00000084623
MTMR9LP	ENSG00000220785
FAM167B	ENSG00000183615
LCK	ENSG00000182866
Metazoa_SRP	ENSG00000277617
Y_RNA	ENSG00000252450
HDAC1	ENSG00000116478
MARCKSL1	ENSG00000175130
AL109945.1	ENSG00000233775
TSSK3	ENSG00000162526
FAM229A	ENSG00000225828
BSDC1	ENSG00000160058
GAPDHP20	ENSG00000224333
AL356986.1	ENSG00000270850
LRRC37A12P	ENSG00000229259
RN7SL122P	ENSG00000263529
AL033529.1	ENSG00000254553
ZBTB8B	ENSG00000273274
ZBTB8A	ENSG00000160062
ZBTB8OS	ENSG00000176261
Y_RNA	ENSG00000200591
RBBP4	ENSG00000162521
SYNC	ENSG00000162520
AC114489.1	ENSG00000224409
KIAA1522	ENSG00000162522
YARS1	ENSG00000134684
S100PBP	ENSG00000116497
FNDC5	ENSG00000160097
HPCA	ENSG00000121905
TMEM54	ENSG00000121900
AL031602.2	ENSG00000287691
RNF19B	ENSG00000116514
AL031602.1	ENSG00000278966
AL355864.1	ENSG00000217644
AL355864.2	ENSG00000239670
AL020995.1	ENSG00000236065
AK2	ENSG00000004455
Metazoa_SRP	ENSG00000276645
AZIN2	ENSG00000142920
AL662907.1	ENSG00000278997
TRIM62	ENSG00000116525
AL662907.2	ENSG00000279179
AL662907.3	ENSG00000284721
ZNF362	ENSG00000160094
AL513327.2	ENSG00000270115
A3GALT2	ENSG00000184389
AL513327.1	ENSG00000225313
PHC2	ENSG00000134686
MIR3605	ENSG00000284154
RN7SKP16	ENSG00000222112
PHC2-AS1	ENSG00000233246
TLR12P	ENSG00000234512
ZSCAN20	ENSG00000121903
AC115285.1	ENSG00000235907
CSMD2	ENSG00000121904
HSPD1P14	ENSG00000227000
HMGB4	ENSG00000176256
CSMD2-AS1	ENSG00000231163
RNA5SP42	ENSG00000201148
C1orf94	ENSG00000142698
AC115286.1	ENSG00000270241
AC099565.1	ENSG00000287703
MIR552	ENSG00000207941
SMIM12	ENSG00000163866
GJB5	ENSG00000189280
GJB4	ENSG00000189433
AL121988.1	ENSG00000255811
GJB3	ENSG00000188910
GJA4	ENSG00000187513
AL122010.1	ENSG00000230163
DLGAP3	ENSG00000116544
AC114490.3	ENSG00000284773
AC114490.1	ENSG00000241014
AC114490.2	ENSG00000271741
TMEM35B	ENSG00000243749
ZMYM6	ENSG00000163867
ZMYM1	ENSG00000197056
RPL12P45	ENSG00000233940
EFCAB14P1	ENSG00000228348
AL590434.1	ENSG00000284640
SFPQ	ENSG00000116560
Y_RNA	ENSG00000201868
ZMYM4	ENSG00000146463
RN7SL503P	ENSG00000240374
SNORA62	ENSG00000201542
RPL5P4	ENSG00000229994
ZMYM4-AS1	ENSG00000227409
Metazoa_SRP	ENSG00000278702
KIAA0319L	ENSG00000142687
AC004865.1	ENSG00000236274
NCDN	ENSG00000020129
TFAP2E-AS1	ENSG00000239636
TFAP2E	ENSG00000116819
PSMB2	ENSG00000126067
C1orf216	ENSG00000142686
CLSPN	ENSG00000092853
AL354864.1	ENSG00000232335
AGO4	ENSG00000134698
AGO1	ENSG00000092847
CFAP97P1	ENSG00000271164
AL139286.2	ENSG00000286899
AL139286.1	ENSG00000271914
AGO3	ENSG00000126070
AL138787.2	ENSG00000271554
AL138787.1	ENSG00000232862
TEKT2	ENSG00000092850
ADPRS	ENSG00000116863
COL8A2	ENSG00000171812
TRAPPC3	ENSG00000054116
MAP7D1	ENSG00000116871
RN7SL131P	ENSG00000264592
THRAP3	ENSG00000054118
UBE2V2P4	ENSG00000231849
SH3D21	ENSG00000214193
EVA1B	ENSG00000142694
AL591845.1	ENSG00000286379
STK40	ENSG00000196182
LSM10	ENSG00000181817
RNU4-27P	ENSG00000222821
OSCP1	ENSG00000116885
SNORA63C	ENSG00000201448
MRPS15	ENSG00000116898
CSF3R	ENSG00000119535
FTLP18	ENSG00000230214
AL596257.1	ENSG00000284705
AC117945.2	ENSG00000284720
AC117945.1	ENSG00000234481
GRIK3	ENSG00000163873
AL031430.1	ENSG00000284650
AL353604.1	ENSG00000223944
MIR4255	ENSG00000264698
RNU6-636P	ENSG00000207328
RNA5SP43	ENSG00000252368
RPS29P6	ENSG00000230451
LINC01137	ENSG00000233621
ZC3H12A	ENSG00000163874
MIR6732	ENSG00000283724
MEAF6	ENSG00000163875
MIR5581	ENSG00000263675
SNIP1	ENSG00000163877
FTH1P1	ENSG00000232273
AL034379.1	ENSG00000237749
DNALI1	ENSG00000163879
GNL2	ENSG00000134697
AL513220.1	ENSG00000284748
RSPO1	ENSG00000169218
C1orf109	ENSG00000116922
CDCA8	ENSG00000134690
EPHA10	ENSG00000183317
Y_RNA	ENSG00000200421
ACTN4P2	ENSG00000214141
AL929472.1	ENSG00000227416
MANEAL	ENSG00000185090
AL929472.3	ENSG00000233728
YRDC	ENSG00000196449
C1orf122	ENSG00000197982
MTF1	ENSG00000188786
AL929472.4	ENSG00000235673
AL929472.2	ENSG00000230955
INPP5B	ENSG00000204084
SNORA63	ENSG00000252448
RNU6-584P	ENSG00000222282
Metazoa_SRP	ENSG00000277168
SF3A3	ENSG00000183431
RNU6-510P	ENSG00000212541
FHL3	ENSG00000183386
UTP11	ENSG00000183520
POU3F1	ENSG00000185668
MIR3659HG	ENSG00000224592
AL139158.1	ENSG00000223589
MIR3659	ENSG00000265596
LINC02786	ENSG00000284623
AL390839.1	ENSG00000286552
AL390839.2	ENSG00000287987
LINC01343	ENSG00000237290
AL513479.1	ENSG00000275350
RNU6-753P	ENSG00000200796
LINC01685	ENSG00000238063
HSPA5P1	ENSG00000215895
AL354702.1	ENSG00000284632
RRAGC	ENSG00000116954
AL139260.2	ENSG00000273637
AL139260.1	ENSG00000228436
MYCBP	ENSG00000214114
AL139260.3	ENSG00000274944
GJA9	ENSG00000131233
RHBDL2	ENSG00000158315
RNU6-605P	ENSG00000199963
Y_RNA	ENSG00000207466
EIF1P2	ENSG00000235549
AKIRIN1	ENSG00000174574
NDUFS5	ENSG00000168653
MACF1	ENSG00000127603
RNU6-608P	ENSG00000206654
RNA5SP44	ENSG00000222378
AL442071.2	ENSG00000287422
AL442071.1	ENSG00000226438
HSPE1P8	ENSG00000217897
BMP8A	ENSG00000183682
OXCT2P1	ENSG00000237624
PPIEL	ENSG00000243970
PABPC4	ENSG00000090621
PABPC4-AS1	ENSG00000228060
SNORA55	ENSG00000201457
HEYL	ENSG00000163909
AL035404.2	ENSG00000225903
NT5C1A	ENSG00000116981
HPCAL4	ENSG00000116983
PPIE	ENSG00000084072
AL035404.1	ENSG00000225333
RNU7-121P	ENSG00000252413
BMP8B	ENSG00000116985
OXCT2	ENSG00000198754
BMP8B-AS1	ENSG00000285905
AL033527.2	ENSG00000261798
AL033527.1	ENSG00000229213
AL033527.3	ENSG00000284719
LINC02811	ENSG00000284678
TRIT1	ENSG00000043514
Y_RNA	ENSG00000202222
MYCL	ENSG00000116990
MYCL-AS1	ENSG00000236546
Y_RNA	ENSG00000207356
MFSD2A	ENSG00000168389
AL663070.1	ENSG00000228477
CAP1	ENSG00000131236
PPT1	ENSG00000131238
OAZ1P1	ENSG00000226745
RLF	ENSG00000117000
RNU6-1237P	ENSG00000207508
TMCO2	ENSG00000188800
AL050341.2	ENSG00000259943
ZMPSTE24	ENSG00000084073
AL050341.1	ENSG00000231296
COL9A2	ENSG00000049089
AL031985.2	ENSG00000227311
SMAP2	ENSG00000084070
AL031985.1	ENSG00000213172
AL031985.4	ENSG00000284677
ZFP69B	ENSG00000187801
AL031985.3	ENSG00000260920
AL603839.4	ENSG00000279667
ZFP69	ENSG00000187815
AL603839.3	ENSG00000238287
EXO5	ENSG00000164002
AL603839.1	ENSG00000227278
AL603839.2	ENSG00000238186
ZNF684	ENSG00000117010
AL356379.2	ENSG00000286838
AL356379.1	ENSG00000236505
GTF2F2P2	ENSG00000233910
RIMS3	ENSG00000117016
AL031289.2	ENSG00000287743
AL031289.1	ENSG00000237899
NFYC-AS1	ENSG00000272145
NFYC	ENSG00000066136
MIR30E	ENSG00000198974
MIR30C1	ENSG00000207962
KCNQ4	ENSG00000117013
RN7SL326P	ENSG00000264582
CITED4	ENSG00000179862
AC119677.1	ENSG00000229528
AL391730.1	ENSG00000228940
AL391730.2	ENSG00000286668
UBE2V1P8	ENSG00000233118
CTPS1	ENSG00000171793
SLFNL1-AS1	ENSG00000281207
SLFNL1	ENSG00000171790
SCMH1	ENSG00000010803
RPL23AP17	ENSG00000215893
AC093151.7	ENSG00000287400
AC093151.2	ENSG00000235358
AC093151.1	ENSG00000213987
AC093151.5	ENSG00000286640
FOXO6	ENSG00000204060
FOXO6-AS1	ENSG00000229901
RNA5SP45	ENSG00000252563
EDN2	ENSG00000127129
HIVEP3	ENSG00000127124
AL445933.2	ENSG00000230881
AL445933.1	ENSG00000230638
AC119676.1	ENSG00000284895
AL158216.1	ENSG00000287587
HNRNPFP1	ENSG00000227538
AC114492.1	ENSG00000228776
GUCA2B	ENSG00000044012
GUCA2A	ENSG00000197273
FOXJ3	ENSG00000198815
AC096540.1	ENSG00000227527
RIMKLA	ENSG00000177181
AL513331.1	ENSG00000235002
ZMYND12	ENSG00000066185
PPCS	ENSG00000127125
CCDC30	ENSG00000186409
RPS3AP11	ENSG00000230116
TMSB4XP1	ENSG00000236876
RNU6-536P	ENSG00000200254
AL445669.1	ENSG00000236180
PPIH	ENSG00000171960
AC098484.4	ENSG00000285728
AC098484.2	ENSG00000234917
YBX1	ENSG00000065978
CLDN19	ENSG00000164007
P3H1	ENSG00000117385
C1orf50	ENSG00000164008
AC098484.3	ENSG00000283580
AC098484.1	ENSG00000228452
TMEM269	ENSG00000274386
SVBP	ENSG00000177868
ERMAP	ENSG00000164010
AL512353.1	ENSG00000228192
ZNF691	ENSG00000164011
AL512353.2	ENSG00000233708
MKRN8P	ENSG00000237090
ATP6V1E1P1	ENSG00000225099
SLC2A1	ENSG00000117394
ATP6V0CP4	ENSG00000284138
SLC2A1-AS1	ENSG00000227533
AC099795.1	ENSG00000283973
RNU6-880P	ENSG00000207256
U6	ENSG00000283136
AL161637.1	ENSG00000277513
FAM183A	ENSG00000186973
EBNA1BP2	ENSG00000117395
MIR6733	ENSG00000284410
CFAP57	ENSG00000243710
RNA5SP46	ENSG00000199240
TMEM125	ENSG00000179178
C1orf210	ENSG00000253313
TIE1	ENSG00000066056
MPL	ENSG00000117400
AL139289.2	ENSG00000287113
AL139289.1	ENSG00000234694
CDC20	ENSG00000117399
ELOVL1	ENSG00000066322
MIR6734	ENSG00000283836
MED8	ENSG00000159479
MED8-AS1	ENSG00000229431
SZT2	ENSG00000198198
SZT2-AS1	ENSG00000229372
MIR6735	ENSG00000274975
HYI	ENSG00000178922
HYI-AS1	ENSG00000229348
PTPRF	ENSG00000142949
KDM4A	ENSG00000066135
AL451062.2	ENSG00000284989
KDM4A-AS1	ENSG00000236200
ST3GAL3	ENSG00000126091
ST3GAL3-AS1	ENSG00000229444
U6	ENSG00000283414
AL451062.1	ENSG00000233674
MIR6079	ENSG00000283477
SHMT1P1	ENSG00000224751
ARTN	ENSG00000117407
AL357079.1	ENSG00000237950
AL357079.3	ENSG00000288573
IPO13	ENSG00000117408
AL357079.2	ENSG00000285649
DPH2	ENSG00000132768
ATP6V0B	ENSG00000117410
B4GALT2	ENSG00000117411
CCDC24	ENSG00000159214
SLC6A9	ENSG00000196517
AL139220.2	ENSG00000230615
AL139220.1	ENSG00000227163
KRT8P47	ENSG00000271647
RN7SL479P	ENSG00000239560
KLF17	ENSG00000171872
AL356653.1	ENSG00000233514
KLF18	ENSG00000283039
AL359839.1	ENSG00000226804
Y_RNA	ENSG00000200171
OOSP1P1	ENSG00000238037
AL035417.1	ENSG00000227994
AL035417.2	ENSG00000271329
DMAP1	ENSG00000178028
ERI3	ENSG00000117419
ERI3-IT1	ENSG00000233602
RNU6-369P	ENSG00000199385
RNF220	ENSG00000187147
MIR5584	ENSG00000263381
TMEM53	ENSG00000126106
ARMH1	ENSG00000198520
RNU5F-1	ENSG00000199377
RNU5D-1	ENSG00000200169
KIF2C	ENSG00000142945
AL592166.1	ENSG00000225721
RPS8	ENSG00000142937
SNORD55	ENSG00000264294
SNORD46	ENSG00000200913
SNORD38A	ENSG00000202031
SNORD38B	ENSG00000207421
SNORD38B	ENSG00000281859
RPS15AP11	ENSG00000234093
BEST4	ENSG00000142959
PLK3	ENSG00000173846
TCTEX1D4	ENSG00000188396
BTBD19	ENSG00000222009
PTCH2	ENSG00000117425
RNU5E-6P	ENSG00000202444
AL136380.1	ENSG00000226499
EIF2B3	ENSG00000070785
RNA5SP47	ENSG00000253039
CCNB1IP1P1	ENSG00000229815
PPIAP35	ENSG00000232369
MRPS17P1	ENSG00000268949
HECTD3	ENSG00000126107
UROD	ENSG00000126088
ZSWIM5	ENSG00000162415
OSTCP5	ENSG00000234315
LINC01144	ENSG00000281912
HPDL	ENSG00000186603
MUTYH	ENSG00000132781
AL451136.1	ENSG00000288208
TOE1	ENSG00000132773
TESK2	ENSG00000070759
PPIAP36	ENSG00000236872
CCDC163	ENSG00000280670
MMACHC	ENSG00000132763
PRDX1	ENSG00000117450
HMGB1P48	ENSG00000234379
AKR1A1	ENSG00000117448
AL355480.3	ENSG00000281133
AL355480.1	ENSG00000280836
NASP	ENSG00000132780
AL355480.2	ENSG00000281112
AL355480.4	ENSG00000281825
CCDC17	ENSG00000159588
GPBP1L1	ENSG00000159592
RPS15AP10	ENSG00000225447
AL604028.2	ENSG00000234329
TMEM69	ENSG00000159596
IPP	ENSG00000197429
AL604028.1	ENSG00000230896
AL603882.1	ENSG00000236111
MAST2	ENSG00000086015
TMA16P2	ENSG00000232467
PIK3R3	ENSG00000117461
P3R3URF-PIK3R3	ENSG00000278139
AL358075.1	ENSG00000226957
AL358075.3	ENSG00000233114
AL358075.2	ENSG00000227857
TSPAN1	ENSG00000117472
P3R3URF	ENSG00000250719
POMGNT1	ENSG00000085998
LURAP1	ENSG00000171357
RAD54L	ENSG00000085999
LRRC41	ENSG00000132128
UQCRH	ENSG00000173660
NSUN4	ENSG00000117481
AL122001.1	ENSG00000225779
FAAH	ENSG00000117480
FAAHP1	ENSG00000232022
LINC01398	ENSG00000224863
DMBX1	ENSG00000197587
TMEM275	ENSG00000282881
MKNK1-AS1	ENSG00000269956
KNCN	ENSG00000162456
MKNK1	ENSG00000079277
MOB3C	ENSG00000142961
ATPAF1	ENSG00000123472
NENFP1	ENSG00000233647
TEX38	ENSG00000186118
EFCAB14-AS1	ENSG00000228237
EFCAB14	ENSG00000159658
AL593856.1	ENSG00000236476
CYP4B1	ENSG00000142973
CYP4Z2P	ENSG00000154198
TUBAP8	ENSG00000238145
CYP4A11	ENSG00000187048
CYP4A26P	ENSG00000259832
CYP4A43P	ENSG00000261196
CYP4A27P	ENSG00000261593
CYP4A44P	ENSG00000261290
CYP4X1	ENSG00000186377
CYP4Z1	ENSG00000186160
TUBAP9	ENSG00000225154
CYP4A22-AS1	ENSG00000225506
CYP4A22	ENSG00000162365
MTND1P34	ENSG00000225514
LINC00853	ENSG00000224805
PDZK1IP1	ENSG00000162366
TAL1	ENSG00000162367
AL135960.1	ENSG00000226252
STIL	ENSG00000123473
CMPK1	ENSG00000162368
LINC01389	ENSG00000225762
FOXE3	ENSG00000186790
FOXD2-AS1	ENSG00000237424
FOXD2	ENSG00000186564
AL356458.1	ENSG00000271355
RPL21P24	ENSG00000229554
ATP6V0E1P4	ENSG00000227883
LINC01738	ENSG00000227947
TRABD2B	ENSG00000269113
AL691459.1	ENSG00000223814
AC096541.1	ENSG00000225028
LINC02794	ENSG00000226133
AL356289.1	ENSG00000231413
CYP46A4P	ENSG00000237180
SKINT1L	ENSG00000242267
AL356289.2	ENSG00000279096
AL109659.1	ENSG00000223720
SLC5A9	ENSG00000117834
AL109659.2	ENSG00000272491
AL109659.3	ENSG00000279214
SPATA6	ENSG00000132122
PPP1R8P1	ENSG00000224986
RNU6-723P	ENSG00000206700
AL356968.2	ENSG00000235105
RNU4-61P	ENSG00000223175
AL356968.1	ENSG00000232514
AGBL4	ENSG00000186094
AL391844.1	ENSG00000287661
BEND5	ENSG00000162373
AL645507.1	ENSG00000286597
AC099788.1	ENSG00000229846
AGBL4-AS1	ENSG00000230114
AGBL4-IT1	ENSG00000225623
AL390023.1	ENSG00000237478
ZNF859P	ENSG00000215887
AL645730.1	ENSG00000279324
MTND2P29	ENSG00000233595
ELAVL4	ENSG00000162374
AL583843.1	ENSG00000230828
ELAVL4-AS1	ENSG00000237337
AL592182.1	ENSG00000233407
LINC02808	ENSG00000284696
AL592182.2	ENSG00000284645
AL596275.1	ENSG00000234080
HMGB1P45	ENSG00000229316
FCF1P6	ENSG00000225671
DMRTA2	ENSG00000142700
AL049637.1	ENSG00000284700
FAF1	ENSG00000185104
FAF1-AS1	ENSG00000225767
RNU6-1026P	ENSG00000207194
PHBP12	ENSG00000230585
MRPS6P2	ENSG00000237130
CDKN2C	ENSG00000123080
MIR4421	ENSG00000265538
MIR6500	ENSG00000275816
C1orf185	ENSG00000204006
Y_RNA	ENSG00000200262
CFL1P2	ENSG00000213478
LINC01562	ENSG00000203356
RNF11	ENSG00000123091
AL162430.1	ENSG00000233406
AL162430.2	ENSG00000236434
TTC39A	ENSG00000085831
TTC39A-AS1	ENSG00000261664
EPS15	ENSG00000085832
AL671986.1	ENSG00000232027
RNU6-877P	ENSG00000206595
AC104170.1	ENSG00000238140
EPS15-AS1	ENSG00000227070
RNU6-1281P	ENSG00000252032
CALR4P	ENSG00000227742
OSBPL9	ENSG00000117859
GAPDHP51	ENSG00000236973
SLC25A6P3	ENSG00000232846
AL050343.1	ENSG00000212624
NRDC	ENSG00000078618
AL050343.2	ENSG00000266993
AL050343.3	ENSG00000272175
MIR761	ENSG00000283899
TSEN15P2	ENSG00000230604
RAB3B	ENSG00000169213
RNA5SP48	ENSG00000200839
AL445685.2	ENSG00000229032
RN7SL290P	ENSG00000264613
TXNDC12	ENSG00000117862
AL445685.3	ENSG00000285839
KTI12	ENSG00000198841
AL445685.1	ENSG00000223390
TXNDC12-AS1	ENSG00000228369
BTF3L4	ENSG00000134717
ZFYVE9	ENSG00000157077
RN7SL788P	ENSG00000241745
AL139156.2	ENSG00000228407
AL139156.1	ENSG00000223429
PDCL3P6	ENSG00000224255
AL139156.3	ENSG00000236004
DNAJC19P7	ENSG00000237663
ANAPC10P1	ENSG00000213735
CC2D1B	ENSG00000154222
AL513218.1	ENSG00000272100
AL513218.2	ENSG00000287078
PLA2G12AP1	ENSG00000224680
ORC1	ENSG00000085840
PRPF38A	ENSG00000134748
TUT4	ENSG00000134744
AL591167.1	ENSG00000272371
EEF1GP7	ENSG00000236290
GPX7	ENSG00000116157
SHISAL2A	ENSG00000182183
COA7	ENSG00000162377
NDUFS5P3	ENSG00000233664
RN7SL62P	ENSG00000239640
ZYG11B	ENSG00000162378
RNU2-30P	ENSG00000252018
RPS13P2	ENSG00000228929
RNU6-969P	ENSG00000206627
ZYG11A	ENSG00000203995
AC099677.3	ENSG00000242391
ECHDC2	ENSG00000121310
AC099677.1	ENSG00000230953
AC099677.2	ENSG00000231866
SCP2	ENSG00000116171
AC099677.4	ENSG00000264834
AC099677.6	ENSG00000266188
AC099677.5	ENSG00000265815
H3P2	ENSG00000237279
RRAS2P1	ENSG00000236360
TUBBP10	ENSG00000226147
PODN	ENSG00000174348
AL445183.1	ENSG00000232993
HIGD1AP11	ENSG00000227644
SLC1A7	ENSG00000162383
AL445183.2	ENSG00000235563
AL606760.4	ENSG00000277397
CPT2	ENSG00000157184
AL606760.2	ENSG00000236723
CZIB	ENSG00000162384
AL606760.3	ENSG00000259818
MAGOH	ENSG00000162385
AL606760.1	ENSG00000226754
LRP8	ENSG00000157193
AL355483.3	ENSG00000234578
AL355483.1	ENSG00000228838
AL355483.2	ENSG00000232762
LINC01771	ENSG00000225675
AC119428.2	ENSG00000285954
AC119428.1	ENSG00000226938
LINC02812	ENSG00000230138
SLC25A3P1	ENSG00000236253
AL365445.1	ENSG00000288527
DMRTB1	ENSG00000143006
GLIS1	ENSG00000174332
RNU7-95P	ENSG00000239007
NDC1	ENSG00000058804
AL049745.1	ENSG00000201003
AL049745.2	ENSG00000229687
YIPF1	ENSG00000058799
DIO1	ENSG00000211452
HSPB11	ENSG00000081870
LRRC42	ENSG00000116212
HNRNPA3P12	ENSG00000219102
LDLRAD1	ENSG00000203985
TMEM59	ENSG00000116209
AL353898.3	ENSG00000280378
TCEANC2	ENSG00000116205
MIR4781	ENSG00000283749
AL353898.1	ENSG00000225183
AL353898.2	ENSG00000279049
AL357673.1	ENSG00000256407
CDCP2	ENSG00000157211
AL357673.2	ENSG00000280425
CYB5RL	ENSG00000215883
MRPL37	ENSG00000116221
SSBP3	ENSG00000157216
SSBP3-AS1	ENSG00000198711
AL161644.1	ENSG00000225632
AL035415.1	ENSG00000232245
AC099796.2	ENSG00000287582
LINC02784	ENSG00000235741
AC099796.1	ENSG00000237173
HNRNPA1P63	ENSG00000227453
ACOT11	ENSG00000162390
FAM151A	ENSG00000162391
AL590093.1	ENSG00000230728
MROH7	ENSG00000184313
MROH7-TTC4	ENSG00000271723
TTC4	ENSG00000243725
PARS2	ENSG00000162396
TTC22	ENSG00000006555
AC096536.1	ENSG00000237453
LEXM	ENSG00000162398
DHCR24	ENSG00000116133
AC096536.3	ENSG00000287724
AC096536.2	ENSG00000242396
DHCR24-DT	ENSG00000233203
AL590440.2	ENSG00000284601
TMEM61	ENSG00000143001
AL590440.1	ENSG00000233271
BSND	ENSG00000162399
PCSK9	ENSG00000169174
USP24	ENSG00000162402
MIR4422HG	ENSG00000231090
GYG1P3	ENSG00000231095
MIR4422	ENSG00000265822
AL603840.1	ENSG00000234810
GOT2P1	ENSG00000231900
MTCO2P34	ENSG00000232198
RN7SKP291	ENSG00000199831
RNU6-830P	ENSG00000252162
Y_RNA	ENSG00000272051
LINC01755	ENSG00000233079
LINC01753	ENSG00000230250
PIGQP1	ENSG00000227104
