ensg_id	gene_symbol	pmtl	version
ENSG00000188784	PLA2G2E	NA	NA
ENSG00000242688	RN7SL304P	NA	NA
ENSG00000188257	PLA2G2A	NA	NA
ENSG00000127472	PLA2G5	NA	NA
ENSG00000117215	PLA2G2D	NA	NA
ENSG00000158786	PLA2G2F	NA	NA
ENSG00000227066	Z98257.1	NA	NA
ENSG00000187980	PLA2G2C	NA	NA
ENSG00000225986	UBXN10-AS1	NA	NA
ENSG00000162543	UBXN10	NA	NA
ENSG00000228105	LINC01757	NA	NA
ENSG00000284710	Z98257.2	NA	NA
ENSG00000158816	VWA5B1	NA	NA
ENSG00000226664	AL020998.1	NA	NA
ENSG00000236963	LINC01141	NA	NA
ENSG00000226487	AL139254.1	NA	NA
ENSG00000284641	AL139254.2	NA	NA
ENSG00000284743	AL139254.3	NA	NA
ENSG00000162545	CAMK2N1	NA	NA
ENSG00000090432	MUL1	NA	NA
ENSG00000215520	RPS4XP4	NA	NA
ENSG00000183114	FAM43B	NA	NA
ENSG00000158825	CDA	NA	NA
ENSG00000158828	PINK1	NA	NA
ENSG00000284005	MIR6084	NA	NA
ENSG00000117242	PINK1-AS	NA	NA
ENSG00000244038	DDOST	NA	NA
ENSG00000117245	KIF17	NA	NA
ENSG00000235432	AL663074.2	NA	NA
ENSG00000189410	SH2D5	NA	NA
ENSG00000233069	AL663074.1	NA	NA
ENSG00000127483	HP1BP3	NA	NA
ENSG00000075151	EIF4G3	NA	NA
ENSG00000251914	RNU7-200P	NA	NA
ENSG00000221808	MIR1256	NA	NA
ENSG00000233072	RPS15AP6	NA	NA
ENSG00000236073	AL627311.1	NA	NA
ENSG00000235112	HSPE1P27	NA	NA
ENSG00000117298	ECE1	NA	NA
ENSG00000236936	AL031005.1	NA	NA
ENSG00000231105	AL031728.1	NA	NA
ENSG00000236216	PPP1R11P1	NA	NA
ENSG00000228823	AL592309.1	NA	NA
ENSG00000236009	AL592309.2	NA	NA
ENSG00000227001	NBPF2P	NA	NA
ENSG00000187952	HS6ST1P1	NA	NA
ENSG00000186543	CROCCP5	NA	NA
ENSG00000142794	NBPF3	NA	NA
ENSG00000176378	PFN1P10	NA	NA
ENSG00000162551	ALPL	NA	NA
ENSG00000233431	AL359815.1	NA	NA
ENSG00000076864	RAP1GAP	NA	NA
ENSG00000090686	USP48	NA	NA
ENSG00000231978	AL590103.1	NA	NA
ENSG00000187942	LDLRAD2	NA	NA
ENSG00000142798	HSPG2	NA	NA
ENSG00000232037	AL590556.1	NA	NA
ENSG00000283234	AL590556.2	NA	NA
ENSG00000219073	CELA3B	NA	NA
ENSG00000273610	RN7SL386P	NA	NA
ENSG00000201919	RNU6-1022P	NA	NA
ENSG00000142789	CELA3A	NA	NA
ENSG00000278124	RN7SL186P	NA	NA
ENSG00000201273	RNU6-776P	NA	NA
ENSG00000228397	LINC01635	NA	NA
ENSG00000218510	LINC00339	NA	NA
ENSG00000070831	CDC42	NA	NA
ENSG00000230068	CDC42-IT1	NA	NA
ENSG00000271428	AL031281.1	NA	NA
ENSG00000271840	AL031281.2	NA	NA
ENSG00000162552	WNT4	NA	NA
ENSG00000266564	MIR4418	NA	NA
ENSG00000234397	AL591122.1	NA	NA
ENSG00000279625	AL591122.2	NA	NA
ENSG00000184677	ZBTB40	NA	NA
ENSG00000237200	ZBTB40-IT1	NA	NA
ENSG00000070886	EPHA8	NA	NA
ENSG00000276835	MIR6127	NA	NA
ENSG00000173372	C1QA	NA	NA
ENSG00000159189	C1QC	NA	NA
ENSG00000173369	C1QB	NA	NA
ENSG00000133216	EPHB2	NA	NA
ENSG00000265422	MIR4684	NA	NA
ENSG00000225952	AL512444.1	NA	NA
ENSG00000264014	MIR4253	NA	NA
ENSG00000215906	LACTBL1	NA	NA
ENSG00000227868	TEX46	NA	NA
ENSG00000004487	KDM1A	Relevant Molecular Target	PMTL version 1.1
ENSG00000240553	AL031428.1	NA	NA
ENSG00000263793	MIR3115	NA	NA
ENSG00000266802	MIR4419A	NA	NA
ENSG00000169641	LUZP1	NA	NA
ENSG00000229010	AL161672.1	NA	NA
ENSG00000206935	RNU6-514P	NA	NA
ENSG00000252578	RNU6-135P	NA	NA
ENSG00000179546	HTR1D	NA	NA
ENSG00000215381	AL109936.1	NA	NA
ENSG00000261326	LINC01355	NA	NA
ENSG00000284726	AL109936.8	NA	NA
ENSG00000125944	HNRNPR	NA	NA
ENSG00000125945	ZNF436	NA	NA
ENSG00000249087	ZNF436-AS1	NA	NA
ENSG00000201405	Y_RNA	NA	NA
ENSG00000271420	AL109936.2	NA	NA
ENSG00000204219	TCEA3	NA	NA
ENSG00000232482	AL357134.1	NA	NA
ENSG00000088280	ASAP3	NA	NA
ENSG00000007968	E2F2	NA	NA
ENSG00000235052	AL021154.1	NA	NA
ENSG00000117318	ID3	NA	NA
ENSG00000197880	MDS2	NA	NA
ENSG00000229239	AL451000.1	NA	NA
ENSG00000142676	RPL11	NA	NA
ENSG00000011007	ELOA	NA	NA
ENSG00000236810	ELOA-AS1	NA	NA
ENSG00000057757	PITHD1	NA	NA
ENSG00000011009	LYPLA2	NA	NA
ENSG00000117308	GALE	NA	NA
ENSG00000117305	HMGCL	NA	NA
ENSG00000179163	FUCA1	NA	NA
ENSG00000188822	CNR2	NA	NA
ENSG00000229106	BTBD6P1	NA	NA
ENSG00000232557	AL590609.3	NA	NA
ENSG00000264926	MIR378F	NA	NA
ENSG00000230228	AL590609.2	NA	NA
ENSG00000189266	PNRC2	NA	NA
ENSG00000188529	SRSF10	NA	NA
ENSG00000215905	AL590609.1	NA	NA
ENSG00000225315	AL591178.1	NA	NA
ENSG00000142661	MYOM3	NA	NA
ENSG00000230703	AL591178.2	NA	NA
ENSG00000142677	IL22RA1	NA	NA
ENSG00000185436	IFNLR1	NA	NA
ENSG00000230023	AL590683.1	NA	NA
ENSG00000232298	AL138902.1	NA	NA
ENSG00000158055	GRHL3	NA	NA
ENSG00000001460	STPG1	NA	NA
ENSG00000001461	NIPAL3	NA	NA
ENSG00000117602	RCAN3	NA	NA
ENSG00000264443	AL445686.2	NA	NA
ENSG00000184454	NCMAP	NA	NA
ENSG00000227312	AL445686.1	NA	NA
ENSG00000239106	Y_RNA	NA	NA
ENSG00000133226	SRRM1	NA	NA
ENSG00000284699	AL445648.1	NA	NA
ENSG00000169504	CLIC4	NA	NA
ENSG00000238482	RNU6-1208P	NA	NA
ENSG00000020633	RUNX3	NA	NA
ENSG00000278034	MIR6731	NA	NA
ENSG00000229162	AL445471.1	NA	NA
ENSG00000261025	AL445471.2	NA	NA
ENSG00000264371	MIR4425	NA	NA
ENSG00000233755	AL050344.1	NA	NA
ENSG00000233419	AL121994.1	NA	NA
ENSG00000231953	AL031432.1	NA	NA
ENSG00000117614	SYF2	NA	NA
ENSG00000284602	AL031432.4	NA	NA
ENSG00000284657	AL031432.5	NA	NA
ENSG00000117616	RSRP1	NA	NA
ENSG00000272432	AL031432.3	NA	NA
ENSG00000261349	AL031432.2	NA	NA
ENSG00000187010	RHD	NA	NA
ENSG00000224183	SDHDP6	NA	NA
ENSG00000259984	AL928711.1	NA	NA
ENSG00000183726	TMEM50A	NA	NA
ENSG00000188672	RHCE	NA	NA
ENSG00000238084	AL031284.1	NA	NA
ENSG00000204178	TMEM57	NA	NA
ENSG00000157978	LDLRAP1	NA	NA
ENSG00000225643	AL606491.1	NA	NA
ENSG00000117643	MAN1C1	NA	NA
ENSG00000233478	AL031280.1	NA	NA
ENSG00000162430	SELENON	NA	NA
ENSG00000255054	AL020996.2	NA	NA
ENSG00000228172	AL020996.1	NA	NA
ENSG00000117640	MTFR1L	NA	NA
ENSG00000272478	AL020996.3	NA	NA
ENSG00000127423	AUNIP	NA	NA
ENSG00000236528	AL033528.2	NA	NA
ENSG00000182749	PAQR7	NA	NA
ENSG00000207302	Y_RNA	NA	NA
ENSG00000117632	STMN1	NA	NA
ENSG00000229786	SNRPFP2	NA	NA
ENSG00000223624	AL033528.1	NA	NA
ENSG00000283938	MIR3917	NA	NA
ENSG00000158006	PAFAH2	NA	NA
ENSG00000207237	RNU6-110P	NA	NA
ENSG00000252190	SCARNA17	NA	NA
ENSG00000252691	SCARNA18	NA	NA
ENSG00000158008	EXTL1	NA	NA
ENSG00000158014	SLC30A2	NA	NA
ENSG00000284309	AL391650.2	NA	NA
ENSG00000158022	TRIM63	NA	NA
ENSG00000175087	PDIK1L	NA	NA
ENSG00000197245	FAM110D	NA	NA
ENSG00000282872	C1orf232	NA	NA
ENSG00000236782	AL391650.1	NA	NA
ENSG00000142684	ZNF593	NA	NA
ENSG00000142675	CNKSR1	NA	NA
ENSG00000188782	CATSPER4	NA	NA
ENSG00000236155	AL355877.1	NA	NA
ENSG00000278572	AL355877.3	NA	NA
ENSG00000130695	CEP85	NA	NA
ENSG00000270733	AL355877.2	NA	NA
ENSG00000142669	SH3BGRL3	NA	NA
ENSG00000158062	UBXN11	NA	NA
ENSG00000169442	CD52	Relevant Molecular Target	PMTL version 1.1
ENSG00000176092	CRYBG2	NA	NA
ENSG00000225854	AL451139.1	NA	NA
ENSG00000176083	ZNF683	NA	NA
ENSG00000131914	LIN28A	NA	NA
ENSG00000117682	DHDDS	NA	NA
ENSG00000223583	AL513365.1	NA	NA
ENSG00000225891	AL513365.2	NA	NA
ENSG00000198830	HMGN2	NA	NA
ENSG00000224129	DPPA2P2	NA	NA
ENSG00000117676	RPS6KA1	NA	NA
ENSG00000238705	MIR1976	NA	NA
ENSG00000243905	RN7SL679P	NA	NA
ENSG00000252802	Y_RNA	NA	NA
ENSG00000252429	RNU7-29P	NA	NA
ENSG00000229247	AL627313.1	NA	NA
ENSG00000238316	snoU13	NA	NA
ENSG00000235069	AL627082.1	NA	NA
ENSG00000260063	AL512408.1	NA	NA
ENSG00000117713	ARID1A	Relevant Molecular Target	PMTL version 1.1
ENSG00000060642	PIGV	NA	NA
ENSG00000241188	RN7SL165P	NA	NA
ENSG00000204160	ZDHHC18	NA	NA
ENSG00000175793	SFN	NA	NA
ENSG00000226698	AL034380.1	NA	NA
ENSG00000142751	GPN2	NA	NA
ENSG00000198746	GPATCH3	NA	NA
ENSG00000090273	NUDC	NA	NA
ENSG00000131910	NR0B2	NA	NA
ENSG00000175707	KDF1	NA	NA
ENSG00000172746	RPL12P13	NA	NA
ENSG00000224064	AL356390.1	NA	NA
ENSG00000225294	OSTCP2	NA	NA
ENSG00000253368	TRNP1	NA	NA
ENSG00000158246	FAM46B	NA	NA
ENSG00000090020	SLC9A1	NA	NA
ENSG00000229985	AL590640.2	NA	NA
ENSG00000214973	CHCHD3P3	NA	NA
ENSG00000225159	NPM1P39	NA	NA
ENSG00000225990	SNRPEP7	NA	NA
ENSG00000224311	AL590640.1	NA	NA
ENSG00000142784	WDTC1	NA	NA
ENSG00000252098	Y_RNA	NA	NA
ENSG00000243659	FO393419.3	NA	NA
ENSG00000186501	TMEM222	NA	NA
ENSG00000206888	RNU6-48P	NA	NA
ENSG00000241547	ACTG1P20	NA	NA
ENSG00000142765	SYTL1	NA	NA
ENSG00000142733	MAP3K6	NA	NA
ENSG00000142748	FCN3	NA	NA
ENSG00000174950	CD164L2	NA	NA
ENSG00000231207	FO393419.1	NA	NA
ENSG00000181773	GPR3	NA	NA
ENSG00000158195	WASF2	NA	NA
ENSG00000241169	FO393419.2	NA	NA
ENSG00000237429	BX293535.1	NA	NA
ENSG00000126705	AHDC1	NA	NA
ENSG00000000938	FGR	NA	NA
ENSG00000235912	AL031729.1	NA	NA
ENSG00000233975	AL445490.2	NA	NA
ENSG00000126709	IFI6	NA	NA
ENSG00000225886	AL445490.1	NA	NA
ENSG00000206767	RNU6-949P	NA	NA
ENSG00000226662	CHMP1AP1	NA	NA
ENSG00000207095	RNU6-424P	NA	NA
ENSG00000009780	FAM76A	NA	NA
ENSG00000231344	AL020997.1	NA	NA
ENSG00000230833	RPEP3	NA	NA
ENSG00000117758	STX12	NA	NA
ENSG00000269971	AL020997.2	NA	NA
ENSG00000270031	AL020997.3	NA	NA
ENSG00000223062	RNU6-1245P	NA	NA
ENSG00000117751	PPP1R8	NA	NA
ENSG00000252947	SCARNA1	NA	NA
ENSG00000130775	THEMIS2	NA	NA
ENSG00000117748	RPA2	NA	NA
ENSG00000130768	SMPDL3B	NA	NA
ENSG00000227050	AL512288.1	NA	NA
ENSG00000158156	XKR8	NA	NA
ENSG00000158161	EYA3	NA	NA
ENSG00000238231	AL512288.2	NA	NA
ENSG00000240750	RN7SL559P	NA	NA
ENSG00000228589	SPCS2P4	NA	NA
ENSG00000228943	AL137792.2	NA	NA
ENSG00000214812	AL137792.1	NA	NA
ENSG00000253005	RNU6-176P	NA	NA
ENSG00000169403	PTAFR	NA	NA
ENSG00000126698	DNAJC8	NA	NA
ENSG00000130770	ATPIF1	NA	NA
ENSG00000270605	AL353622.1	NA	NA
ENSG00000271398	AL353622.2	NA	NA
ENSG00000130766	SESN2	NA	NA
ENSG00000130772	MED18	NA	NA
ENSG00000204138	PHACTR4	NA	NA
ENSG00000206779	Y_RNA	NA	NA
ENSG00000229820	CR391992.1	NA	NA
ENSG00000221216	RNU6ATAC27P	NA	NA
ENSG00000180198	RCC1	NA	NA
ENSG00000242125	SNHG3	NA	NA
ENSG00000274266	SNORA73A	NA	NA
ENSG00000200087	SNORA73B	NA	NA
ENSG00000231468	PRDX3P2	NA	NA
ENSG00000279443	AL513497.1	NA	NA
ENSG00000180098	TRNAU1AP	NA	NA
ENSG00000197989	SNHG12	NA	NA
ENSG00000221539	SNORD99	NA	NA
ENSG00000278274	SNORA61	NA	NA
ENSG00000273544	SNORA44	NA	NA
ENSG00000280498	SNORA16A	NA	NA
ENSG00000274582	SNORA16A	NA	NA
ENSG00000120656	TAF12	NA	NA
ENSG00000188060	RAB42	NA	NA
ENSG00000229388	LINC01715	NA	NA
ENSG00000270103	AL360012.1	NA	NA
ENSG00000274978	RNU11	NA	NA
ENSG00000162419	GMEB1	NA	NA
ENSG00000252777	SCARNA24	NA	NA
ENSG00000198492	YTHDF2	NA	NA
ENSG00000116329	OPRD1	NA	NA
ENSG00000233427	AL009181.1	NA	NA
ENSG00000199756	Y_RNA	NA	NA
ENSG00000159023	EPB41	NA	NA
ENSG00000225616	AL138785.1	NA	NA
ENSG00000206704	Y_RNA	NA	NA
ENSG00000277958	Metazoa_SRP	NA	NA
ENSG00000253304	TMEM200B	NA	NA
ENSG00000225750	AL357500.1	NA	NA
ENSG00000116350	SRSF4	NA	NA
ENSG00000277916	uc_338	NA	NA
ENSG00000116353	MECR	NA	NA
ENSG00000237934	AL590729.1	NA	NA
ENSG00000060656	PTPRU	NA	NA
ENSG00000230523	LINC01756	NA	NA
ENSG00000225011	AL671862.1	NA	NA
ENSG00000228176	AC092265.1	NA	NA
ENSG00000284676	AL645944.2	NA	NA
ENSG00000270927	AL645944.1	NA	NA
ENSG00000233399	LINC01648	NA	NA
ENSG00000233372	AL137076.1	NA	NA
ENSG00000231251	AL021921.1	NA	NA
ENSG00000236335	AL161638.2	NA	NA
ENSG00000231949	AL161638.1	NA	NA
ENSG00000162510	MATN1	NA	NA
ENSG00000186056	MATN1-AS1	NA	NA
ENSG00000162511	LAPTM5	NA	NA
ENSG00000264773	MIR4420	NA	NA
ENSG00000229607	AL137027.1	NA	NA
ENSG00000223382	LINC01778	NA	NA
ENSG00000222784	RN7SKP91	NA	NA
ENSG00000235143	AL445235.1	NA	NA
ENSG00000162512	SDC3	NA	NA
ENSG00000266210	RN7SL371P	NA	NA
ENSG00000134644	PUM1	NA	NA
ENSG00000237329	AL356320.2	NA	NA
ENSG00000232768	AL356320.1	NA	NA
ENSG00000215900	SELENOWP1	NA	NA
ENSG00000225142	AC114495.1	NA	NA
ENSG00000084628	NKAIN1	NA	NA
ENSG00000060688	SNRNP40	NA	NA
ENSG00000229447	AC114495.2	NA	NA
ENSG00000121766	ZCCHC17	NA	NA
ENSG00000229044	AL451070.1	NA	NA
ENSG00000121769	FABP3	NA	NA
ENSG00000168528	SERINC2	NA	NA
ENSG00000215899	AC209007.1	NA	NA
ENSG00000206981	RNU6-40P	NA	NA
ENSG00000260386	LINC01225	NA	NA
ENSG00000265961	Y_RNA	NA	NA
ENSG00000284543	LINC01226	NA	NA
ENSG00000229167	AC114488.1	NA	NA
ENSG00000142910	TINAGL1	NA	NA
ENSG00000121764	HCRTR1	NA	NA
ENSG00000162517	PEF1	NA	NA
ENSG00000235790	AC114488.2	NA	NA
ENSG00000264078	AC114488.3	NA	NA
ENSG00000084636	COL16A1	NA	NA
ENSG00000121753	ADGRB2	NA	NA
ENSG00000266580	MIR4254	NA	NA
ENSG00000254545	AL354919.2	NA	NA
ENSG00000134668	SPOCD1	NA	NA
ENSG00000203620	AL354919.1	NA	NA
ENSG00000269967	AL136115.2	NA	NA
ENSG00000184007	PTP4A2	NA	NA
ENSG00000228634	AL136115.1	NA	NA
ENSG00000284702	AL136115.3	NA	NA
ENSG00000121774	KHDRBS1	NA	NA
ENSG00000203325	AL445248.1	NA	NA
ENSG00000121775	TMEM39B	NA	NA
ENSG00000266203	MIR5585	NA	NA
ENSG00000276493	Metazoa_SRP	NA	NA
ENSG00000025800	KPNA6	NA	NA
ENSG00000250135	AL049795.2	NA	NA
ENSG00000084652	TXLNA	NA	NA
ENSG00000160050	CCDC28B	NA	NA
ENSG00000224066	AL049795.1	NA	NA
ENSG00000160051	IQCC	NA	NA
ENSG00000222046	DCDC2B	NA	NA
ENSG00000160055	TMEM234	NA	NA
ENSG00000084623	EIF3I	NA	NA
ENSG00000220785	MTMR9LP	NA	NA
ENSG00000183615	FAM167B	NA	NA
ENSG00000182866	LCK	NA	NA
ENSG00000277617	Metazoa_SRP	NA	NA
ENSG00000252450	Y_RNA	NA	NA
ENSG00000116478	HDAC1	Relevant Molecular Target	PMTL version 1.1
ENSG00000175130	MARCKSL1	NA	NA
ENSG00000233775	AL109945.1	NA	NA
ENSG00000162526	TSSK3	NA	NA
ENSG00000225828	FAM229A	NA	NA
ENSG00000160058	BSDC1	NA	NA
ENSG00000224333	GAPDHP20	NA	NA
ENSG00000270850	AL356986.1	NA	NA
ENSG00000229259	LRRC37A12P	NA	NA
ENSG00000263529	RN7SL122P	NA	NA
ENSG00000254553	AL033529.1	NA	NA
ENSG00000273274	ZBTB8B	NA	NA
ENSG00000160062	ZBTB8A	NA	NA
ENSG00000176261	ZBTB8OS	NA	NA
ENSG00000200591	Y_RNA	NA	NA
ENSG00000162521	RBBP4	NA	NA
ENSG00000162520	SYNC	NA	NA
ENSG00000224409	AC114489.1	NA	NA
ENSG00000162522	KIAA1522	NA	NA
ENSG00000134684	YARS	NA	NA
ENSG00000116497	S100PBP	NA	NA
ENSG00000160097	FNDC5	NA	NA
ENSG00000121905	HPCA	NA	NA
ENSG00000121900	TMEM54	NA	NA
ENSG00000116514	RNF19B	NA	NA
ENSG00000278966	AL031602.1	NA	NA
ENSG00000217644	AL355864.1	NA	NA
ENSG00000239670	AL355864.2	NA	NA
ENSG00000236065	AL020995.1	NA	NA
ENSG00000004455	AK2	NA	NA
ENSG00000276645	Metazoa_SRP	NA	NA
ENSG00000142920	AZIN2	NA	NA
ENSG00000278997	AL662907.1	NA	NA
ENSG00000116525	TRIM62	NA	NA
ENSG00000279179	AL662907.2	NA	NA
ENSG00000284721	AL662907.3	NA	NA
ENSG00000160094	ZNF362	NA	NA
ENSG00000270115	AL513327.3	NA	NA
ENSG00000184389	A3GALT2	NA	NA
ENSG00000225313	AL513327.1	NA	NA
ENSG00000134686	PHC2	NA	NA
ENSG00000284154	MIR3605	NA	NA
ENSG00000222112	RN7SKP16	NA	NA
ENSG00000233246	AL513327.2	NA	NA
ENSG00000234512	TLR12P	NA	NA
ENSG00000121903	ZSCAN20	NA	NA
ENSG00000235907	AC115285.1	NA	NA
ENSG00000121904	CSMD2	NA	NA
ENSG00000227000	HSPD1P14	NA	NA
ENSG00000176256	HMGB4	NA	NA
ENSG00000231163	CSMD2-AS1	NA	NA
ENSG00000201148	RNA5SP42	NA	NA
ENSG00000142698	C1orf94	NA	NA
ENSG00000270241	AC115286.1	NA	NA
ENSG00000207941	MIR552	NA	NA
ENSG00000163866	SMIM12	NA	NA
ENSG00000189280	GJB5	NA	NA
ENSG00000189433	GJB4	NA	NA
ENSG00000255811	AL121988.1	NA	NA
ENSG00000188910	GJB3	NA	NA
ENSG00000187513	GJA4	NA	NA
ENSG00000230163	AL122010.1	NA	NA
ENSG00000116544	DLGAP3	NA	NA
ENSG00000241014	AC114490.1	NA	NA
ENSG00000271741	AC114490.2	NA	NA
ENSG00000243749	TMEM35B	NA	NA
ENSG00000163867	ZMYM6	NA	NA
ENSG00000233940	RPL12P45	NA	NA
ENSG00000197056	ZMYM1	NA	NA
ENSG00000228348	EFCAB14P1	NA	NA
ENSG00000284640	AL590434.1	NA	NA
ENSG00000116560	SFPQ	NA	NA
ENSG00000201868	Y_RNA	NA	NA
ENSG00000146463	ZMYM4	NA	NA
ENSG00000240374	RN7SL503P	NA	NA
ENSG00000201542	SNORA62	NA	NA
ENSG00000229994	RPL5P4	NA	NA
ENSG00000227409	ZMYM4-AS1	NA	NA
ENSG00000278702	Metazoa_SRP	NA	NA
ENSG00000142687	KIAA0319L	NA	NA
ENSG00000236274	AC004865.1	NA	NA
ENSG00000020129	NCDN	NA	NA
ENSG00000239636	AC004865.2	NA	NA
ENSG00000116819	TFAP2E	NA	NA
ENSG00000126067	PSMB2	Relevant Molecular Target	PMTL version 1.1
ENSG00000142686	C1orf216	NA	NA
ENSG00000092853	CLSPN	NA	NA
ENSG00000232335	AL354864.1	NA	NA
ENSG00000134698	AGO4	NA	NA
ENSG00000092847	AGO1	NA	NA
ENSG00000271164	AL139286.1	NA	NA
ENSG00000271914	AL139286.2	NA	NA
ENSG00000126070	AGO3	NA	NA
ENSG00000271554	AL138787.2	NA	NA
ENSG00000232862	AL138787.1	NA	NA
ENSG00000092850	TEKT2	NA	NA
ENSG00000116863	ADPRHL2	NA	NA
ENSG00000171812	COL8A2	NA	NA
ENSG00000054116	TRAPPC3	NA	NA
ENSG00000116871	MAP7D1	NA	NA
ENSG00000264592	RN7SL131P	NA	NA
ENSG00000054118	THRAP3	NA	NA
ENSG00000231849	UBE2V2P4	NA	NA
ENSG00000214193	SH3D21	NA	NA
ENSG00000142694	EVA1B	NA	NA
ENSG00000116883	AL591845.1	NA	NA
ENSG00000196182	STK40	NA	NA
ENSG00000181817	LSM10	NA	NA
ENSG00000222821	RNU4-27P	NA	NA
ENSG00000116885	OSCP1	NA	NA
ENSG00000201448	SNORA63C	NA	NA
ENSG00000116898	MRPS15	NA	NA
ENSG00000119535	CSF3R	NA	NA
ENSG00000230214	FTLP18	NA	NA
ENSG00000284705	AL596257.1	NA	NA
ENSG00000284720	AC117945.2	NA	NA
ENSG00000234481	AC117945.1	NA	NA
ENSG00000163873	GRIK3	NA	NA
ENSG00000284650	AL031430.1	NA	NA
ENSG00000264698	MIR4255	NA	NA
ENSG00000207328	RNU6-636P	NA	NA
ENSG00000223944	AL353604.1	NA	NA
ENSG00000252368	RNA5SP43	NA	NA
ENSG00000230451	RPS29P6	NA	NA
ENSG00000233621	LINC01137	NA	NA
ENSG00000163874	ZC3H12A	NA	NA
ENSG00000283724	MIR6732	NA	NA
ENSG00000163875	MEAF6	NA	NA
ENSG00000263675	MIR5581	NA	NA
ENSG00000163877	SNIP1	NA	NA
ENSG00000232273	FTH1P1	NA	NA
ENSG00000237749	AL034379.1	NA	NA
ENSG00000163879	DNALI1	NA	NA
ENSG00000134697	GNL2	NA	NA
ENSG00000284748	AL513220.1	NA	NA
ENSG00000169218	RSPO1	NA	NA
ENSG00000116922	C1orf109	NA	NA
ENSG00000134690	CDCA8	NA	NA
ENSG00000183317	EPHA10	NA	NA
ENSG00000200421	Y_RNA	NA	NA
ENSG00000214141	ACTN4P2	NA	NA
ENSG00000227416	AL929472.1	NA	NA
ENSG00000185090	MANEAL	NA	NA
ENSG00000233728	AL929472.3	NA	NA
ENSG00000196449	YRDC	NA	NA
ENSG00000197982	C1orf122	NA	NA
ENSG00000188786	MTF1	NA	NA
ENSG00000235673	AL929472.4	NA	NA
ENSG00000230955	AL929472.2	NA	NA
ENSG00000204084	INPP5B	NA	NA
ENSG00000252448	SNORA63	NA	NA
ENSG00000222282	RNU6-584P	NA	NA
ENSG00000277168	Metazoa_SRP	NA	NA
ENSG00000183431	SF3A3	NA	NA
ENSG00000212541	RNU6-510P	NA	NA
ENSG00000183386	FHL3	NA	NA
ENSG00000183520	UTP11	NA	NA
ENSG00000185668	POU3F1	NA	NA
ENSG00000224592	AL139158.2	NA	NA
ENSG00000223589	AL139158.1	NA	NA
ENSG00000265596	MIR3659	NA	NA
ENSG00000284623	AL139158.3	NA	NA
ENSG00000237290	LINC01343	NA	NA
ENSG00000275350	AL513479.1	NA	NA
ENSG00000200796	RNU6-753P	NA	NA
ENSG00000238063	LINC01685	NA	NA
ENSG00000215895	AL354702.1	NA	NA
ENSG00000284632	AL354702.2	NA	NA
ENSG00000116954	RRAGC	NA	NA
ENSG00000273637	AL139260.2	NA	NA
ENSG00000228436	AL139260.1	NA	NA
ENSG00000214114	MYCBP	NA	NA
ENSG00000274944	AL139260.3	NA	NA
ENSG00000131233	GJA9	NA	NA
ENSG00000158315	RHBDL2	NA	NA
ENSG00000199963	RNU6-605P	NA	NA
ENSG00000207466	Y_RNA	NA	NA
ENSG00000235549	EIF1P2	NA	NA
ENSG00000174574	AKIRIN1	NA	NA
ENSG00000168653	NDUFS5	NA	NA
ENSG00000127603	MACF1	NA	NA
ENSG00000206654	RNU6-608P	NA	NA
ENSG00000222378	RNA5SP44	NA	NA
ENSG00000270040	AL356055.1	NA	NA
ENSG00000226438	AL442071.1	NA	NA
ENSG00000217897	HSPE1P8	NA	NA
ENSG00000183682	BMP8A	NA	NA
ENSG00000237624	OXCT2P1	NA	NA
ENSG00000182109	AL365277.1	NA	NA
ENSG00000243970	PPIEL	NA	NA
ENSG00000090621	PABPC4	NA	NA
ENSG00000228060	AL365277.2	NA	NA
ENSG00000201457	SNORA55	NA	NA
ENSG00000163909	HEYL	NA	NA
ENSG00000225903	AL035404.2	NA	NA
ENSG00000116981	NT5C1A	NA	NA
ENSG00000116983	HPCAL4	NA	NA
ENSG00000084072	PPIE	NA	NA
ENSG00000225333	AL035404.1	NA	NA
ENSG00000252413	RNU7-121P	NA	NA
ENSG00000116985	BMP8B	NA	NA
ENSG00000198754	OXCT2	NA	NA
ENSG00000261798	AL033527.3	NA	NA
ENSG00000229213	AL033527.1	NA	NA
ENSG00000284719	AL033527.5	NA	NA
ENSG00000284678	AL033527.4	NA	NA
ENSG00000043514	TRIT1	NA	NA
ENSG00000202222	Y_RNA	NA	NA
ENSG00000116990	MYCL	NA	NA
ENSG00000236546	AL033527.2	NA	NA
ENSG00000207356	Y_RNA	NA	NA
ENSG00000168389	MFSD2A	NA	NA
ENSG00000228477	AL663070.1	NA	NA
ENSG00000131236	CAP1	NA	NA
ENSG00000131238	PPT1	NA	NA
ENSG00000226745	AL512599.1	NA	NA
ENSG00000117000	RLF	NA	NA
ENSG00000207508	RNU6-1237P	NA	NA
ENSG00000188800	TMCO2	NA	NA
ENSG00000259943	AL050341.2	NA	NA
ENSG00000084073	ZMPSTE24	NA	NA
ENSG00000231296	AL050341.1	NA	NA
ENSG00000049089	COL9A2	NA	NA
ENSG00000227311	AL031985.2	NA	NA
ENSG00000084070	SMAP2	NA	NA
ENSG00000213172	AL031985.1	NA	NA
ENSG00000284677	AL031985.4	NA	NA
ENSG00000187801	ZFP69B	NA	NA
ENSG00000260920	AL031985.3	NA	NA
ENSG00000279667	AL603839.4	NA	NA
ENSG00000187815	ZFP69	NA	NA
