gene_symbol	ensembl
RP11-96L14.8	ENSG00000282872
RP11-96L14.7	ENSG00000236782
ZNF593	ENSG00000142684
CNKSR1	ENSG00000142675
CATSPER4	ENSG00000188782
RP11-231P20.2	ENSG00000236155
RP11-231P20.6	ENSG00000278572
CEP85	ENSG00000130695
RP11-231P20.5	ENSG00000270733
SH3BGRL3	ENSG00000142669
UBXN11	ENSG00000158062
CD52	ENSG00000169442
CRYBG2	ENSG00000176092
RP11-569G9.7	ENSG00000225854
ZNF683	ENSG00000176083
LIN28A	ENSG00000131914
DHDDS	ENSG00000117682
RP3-476K8.4	ENSG00000223583
RP3-476K8.3	ENSG00000225891
HMGN2	ENSG00000198830
RP11-492M19.1	ENSG00000224129
RPS6KA1	ENSG00000117676
MIR1976	ENSG00000238705
RN7SL679P	ENSG00000243905
RF00019	ENSG00000252802
RNU7-29P	ENSG00000252429
RP11-492M19.3	ENSG00000229247
RF01210	ENSG00000238316
RP4-785J1.1	ENSG00000235069
RP5-968P14.2	ENSG00000260063
ARID1A	ENSG00000117713
PIGV	ENSG00000060642
RN7SL165P	ENSG00000241188
ZDHHC18	ENSG00000204160
SFN	ENSG00000175793
RP1-50O24.6	ENSG00000226698
GPN2	ENSG00000142751
GPATCH3	ENSG00000198746
NUDC	ENSG00000090273
NR0B2	ENSG00000131910
KDF1	ENSG00000175707
RP11-344H11.4	ENSG00000172746
RP11-344H11.5	ENSG00000224064
RP11-344H11.6	ENSG00000225294
TRNP1	ENSG00000253368
FAM46B	ENSG00000158246
SLC9A1	ENSG00000090020
RP11-40H20.5	ENSG00000229985
RP11-40H20.1	ENSG00000214973
RP11-40H20.2	ENSG00000225159
RP11-40H20.3	ENSG00000225990
RP11-40H20.4	ENSG00000224311
WDTC1	ENSG00000142784
RF00019	ENSG00000252098
RP11-4K3__A.3	ENSG00000243659
TMEM222	ENSG00000186501
RNU6-48P	ENSG00000206888
RP11-4K3__A.5	ENSG00000241547
SYTL1	ENSG00000142765
MAP3K6	ENSG00000142733
FCN3	ENSG00000142748
CD164L2	ENSG00000174950
RP1-144C9.2	ENSG00000231207
GPR3	ENSG00000181773
WASF2	ENSG00000158195
RP4-752I6.1	ENSG00000241169
RP1-159A19.4	ENSG00000237429
AHDC1	ENSG00000126705
FGR	ENSG00000000938
RP1-159A19.3	ENSG00000235912
RP11-288L9.1	ENSG00000233975
IFI6	ENSG00000126709
RP11-288L9.4	ENSG00000225886
RNU6-949P	ENSG00000206767
RP11-288L9.3	ENSG00000226662
RNU6-424P	ENSG00000207095
FAM76A	ENSG00000009780
RP3-426I6.2	ENSG00000231344
RP3-426I6.3	ENSG00000230833
STX12	ENSG00000117758
RP3-426I6.5	ENSG00000269971
RP3-426I6.6	ENSG00000270031
RNU6-1245P	ENSG00000223062
PPP1R8	ENSG00000117751
SCARNA1	ENSG00000252947
THEMIS2	ENSG00000130775
RPA2	ENSG00000117748
SMPDL3B	ENSG00000130768
RP11-460I13.2	ENSG00000227050
XKR8	ENSG00000158156
EYA3	ENSG00000158161
RP11-460I13.6	ENSG00000238231
RN7SL559P	ENSG00000240750
RP5-1053E7.1	ENSG00000228589
RP5-1053E7.2	ENSG00000228943
RP5-1053E7.3	ENSG00000214812
RNU6-176P	ENSG00000253005
PTAFR	ENSG00000169403
DNAJC8	ENSG00000126698
ATPIF1	ENSG00000130770
RP5-1092A3.4	ENSG00000270605
RP5-1092A3.5	ENSG00000271398
SESN2	ENSG00000130766
MED18	ENSG00000130772
PHACTR4	ENSG00000204138
RF00019	ENSG00000206779
RP1-308E4.1	ENSG00000229820
RNU6ATAC27P	ENSG00000221216
RCC1	ENSG00000180198
SNHG3	ENSG00000242125
SNORA73A	ENSG00000274266
SNORA73B	ENSG00000200087
RP4-669K10.3	ENSG00000231468
RP4-669K10.8	ENSG00000279443
TRNAU1AP	ENSG00000180098
SNHG12	ENSG00000197989
SNORD99	ENSG00000221539
SNORA61	ENSG00000278274
SNORA44	ENSG00000273544
SNORA16A	ENSG00000280498
SNORA16A	ENSG00000274582
TAF12	ENSG00000120656
RAB42	ENSG00000188060
RP11-442N24__B.1	ENSG00000229388
RNU11	ENSG00000270103
RNU11	ENSG00000274978
GMEB1	ENSG00000162419
RF00422	ENSG00000252777
YTHDF2	ENSG00000198492
OPRD1	ENSG00000116329
RP1-212P9.3	ENSG00000233427
RF00019	ENSG00000199756
EPB41	ENSG00000159023
RP4-604A21.1	ENSG00000225616
RF00019	ENSG00000206704
RF00017	ENSG00000277958
TMEM200B	ENSG00000253304
RP11-242O24.3	ENSG00000225750
SRSF4	ENSG00000116350
RF02271	ENSG00000277916
MECR	ENSG00000116353
RP11-467D18.2	ENSG00000237934
PTPRU	ENSG00000060656
RP3-437I16.1	ENSG00000230523
RP11-810H18.1	ENSG00000225011
RP4-656G21.1	ENSG00000228176
RP11-179G8.2	ENSG00000284676
RP11-179G8.1	ENSG00000270927
RP11-111I12.1	ENSG00000233399
RP5-893G23.1	ENSG00000233372
RP3-357I16.1	ENSG00000231251
RP4-591L5.1	ENSG00000236335
RP4-591L5.2	ENSG00000231949
MATN1	ENSG00000162510
RP5-1166H10.2	ENSG00000186056
LAPTM5	ENSG00000162511
MIR4420	ENSG00000264773
RP5-1125N11.1	ENSG00000229607
RP5-1125N11.2	ENSG00000223382
RN7SKP91	ENSG00000222784
RP1-65J11.5	ENSG00000235143
SDC3	ENSG00000162512
RN7SL371P	ENSG00000266210
PUM1	ENSG00000134644
RP11-201O14.1	ENSG00000237329
RP11-201O14.2	ENSG00000232768
SEPW1P	ENSG00000215900
RP11-490K7.1	ENSG00000225142
NKAIN1	ENSG00000084628
SNRNP40	ENSG00000060688
RP11-490K7.4	ENSG00000229447
ZCCHC17	ENSG00000121766
RP11-266K22.2	ENSG00000229044
FABP3	ENSG00000121769
SERINC2	ENSG00000168528
RP11-439L8.2	ENSG00000215899
RNU6-40P	ENSG00000206981
RP11-439L8.3	ENSG00000260386
RF00019	ENSG00000265961
RP11-73M7.10	ENSG00000284543
RP11-73M7.1	ENSG00000229167
TINAGL1	ENSG00000142910
HCRTR1	ENSG00000121764
PEF1	ENSG00000162517
RP11-73M7.6	ENSG00000235790
RP11-73M7.9	ENSG00000264078
COL16A1	ENSG00000084636
ADGRB2	ENSG00000121753
MIR4254	ENSG00000266580
RP11-84A19.3	ENSG00000254545
SPOCD1	ENSG00000134668
RP11-84A19.2	ENSG00000203620
RP11-84A19.4	ENSG00000269967
PTP4A2	ENSG00000184007
RP4-534N18.2	ENSG00000228634
RP4-534N18.4	ENSG00000284702
KHDRBS1	ENSG00000121774
RP11-277A4.4	ENSG00000203325
TMEM39B	ENSG00000121775
MIR5585	ENSG00000266203
RF00017	ENSG00000276493
KPNA6	ENSG00000025800
RP4-622L5.2	ENSG00000250135
TXLNA	ENSG00000084652
CCDC28B	ENSG00000160050
RP4-622L5.7	ENSG00000224066
IQCC	ENSG00000160051
DCDC2B	ENSG00000222046
TMEM234	ENSG00000160055
EIF3I	ENSG00000084623
MTMR9L	ENSG00000220785
FAM167B	ENSG00000183615
LCK	ENSG00000182866
RF00017	ENSG00000277617
RF00019	ENSG00000252450
HDAC1	ENSG00000116478
MARCKSL1	ENSG00000175130
RP4-811H24.9	ENSG00000233775
TSSK3	ENSG00000162526
FAM229A	ENSG00000225828
BSDC1	ENSG00000160058
RP11-395N6.1	ENSG00000224333
RP11-395N6.4	ENSG00000270850
RP11-395N6.2	ENSG00000229259
RN7SL122P	ENSG00000263529
RP1-27O5.3	ENSG00000254553
ZBTB8B	ENSG00000273274
ZBTB8A	ENSG00000160062
ZBTB8OS	ENSG00000176261
RF00019	ENSG00000200591
RBBP4	ENSG00000162521
SYNC	ENSG00000162520
RP11-114B7.6	ENSG00000224409
KIAA1522	ENSG00000162522
YARS	ENSG00000134684
S100PBP	ENSG00000116497
FNDC5	ENSG00000160097
HPCA	ENSG00000121905
TMEM54	ENSG00000121900
RNF19B	ENSG00000116514
RP5-1174N9.2	ENSG00000278966
RP4-803A2.1	ENSG00000217644
RP4-803A2.2	ENSG00000239670
RP1-117O3.2	ENSG00000236065
AK2	ENSG00000004455
RF00017	ENSG00000276645
AZIN2	ENSG00000142920
RP11-131M11.2	ENSG00000278997
TRIM62	ENSG00000116525
RP11-131M11.3	ENSG00000279179
RP11-131M11.4	ENSG00000284721
ZNF362	ENSG00000160094
RP11-415J8.7	ENSG00000270115
A3GALT2	ENSG00000184389
RP11-415J8.3	ENSG00000225313
PHC2	ENSG00000134686
MIR3605	ENSG00000284154
RN7SKP16	ENSG00000222112
RP11-415J8.5	ENSG00000233246
RP1-149P10.1	ENSG00000234512
ZSCAN20	ENSG00000121903
RP4-580O19.2	ENSG00000235907
CSMD2	ENSG00000121904
HSPD1P14	ENSG00000227000
HMGB4	ENSG00000176256
RP5-1007G16.1	ENSG00000231163
RNA5SP42	ENSG00000201148
C1orf94	ENSG00000142698
RP4-657M3.2	ENSG00000270241
MIR552	ENSG00000207941
SMIM12	ENSG00000163866
GJB5	ENSG00000189280
GJB4	ENSG00000189433
RP1-34M23.5	ENSG00000255811
GJB3	ENSG00000188910
GJA4	ENSG00000187513
RP5-997D16.2	ENSG00000230163
DLGAP3	ENSG00000116544
RP11-244H3.5	ENSG00000284773
RP11-244H3.1	ENSG00000241014
RP11-244H3.4	ENSG00000271741
TMEM35B	ENSG00000243749
ZMYM6	ENSG00000163867
RP11-248I9.2	ENSG00000233940
ZMYM1	ENSG00000197056
RP11-181E22.1	ENSG00000228348
RP11-181E22.4	ENSG00000284640
SFPQ	ENSG00000116560
RF00019	ENSG00000201868
ZMYM4	ENSG00000146463
RN7SL503P	ENSG00000240374
RF00091	ENSG00000201542
RP4-765A10.1	ENSG00000229994
RP4-765A10.2	ENSG00000227409
RF00017	ENSG00000278702
KIAA0319L	ENSG00000142687
RP4-728D4.3	ENSG00000236274
NCDN	ENSG00000020129
RP4-728D4.2	ENSG00000239636
TFAP2E	ENSG00000116819
PSMB2	ENSG00000126067
C1orf216	ENSG00000142686
CLSPN	ENSG00000092853
RP11-435D7.3	ENSG00000232335
AGO4	ENSG00000134698
AGO1	ENSG00000092847
RP4-789D17.4	ENSG00000271164
RP4-789D17.5	ENSG00000271914
AGO3	ENSG00000126070
RP4-665N4.8	ENSG00000271554
RP4-665N4.4	ENSG00000232862
TEKT2	ENSG00000092850
ADPRHL2	ENSG00000116863
COL8A2	ENSG00000171812
TRAPPC3	ENSG00000054116
MAP7D1	ENSG00000116871
RN7SL131P	ENSG00000264592
THRAP3	ENSG00000054118
RP11-238O13.1	ENSG00000231849
SH3D21	ENSG00000214193
EVA1B	ENSG00000142694
RP11-268J15.5	ENSG00000116883
STK40	ENSG00000196182
LSM10	ENSG00000181817
RNU4-27P	ENSG00000222821
OSCP1	ENSG00000116885
SNORA63C	ENSG00000201448
MRPS15	ENSG00000116898
CSF3R	ENSG00000119535
RP4-655C4.1	ENSG00000230214
RP11-251B9.1	ENSG00000284705
RP4-614N24.3	ENSG00000284720
RP4-614N24.1	ENSG00000234481
GRIK3	ENSG00000163873
RP3-406M12.1	ENSG00000284650
MIR4255	ENSG00000264698
RNU6-636P	ENSG00000207328
RP5-1180C18.1	ENSG00000223944
RNA5SP43	ENSG00000252368
RP5-1090E8.1	ENSG00000230451
RP11-422J8.1	ENSG00000233621
ZC3H12A	ENSG00000163874
MIR6732	ENSG00000283724
MEAF6	ENSG00000163875
MIR5581	ENSG00000263675
SNIP1	ENSG00000163877
FTHL1	ENSG00000232273
RP3-423B22.5	ENSG00000237749
DNALI1	ENSG00000163879
GNL2	ENSG00000134697
RP11-566C13.2	ENSG00000284748
RSPO1	ENSG00000169218
C1orf109	ENSG00000116922
CDCA8	ENSG00000134690
EPHA10	ENSG00000183317
RF00019	ENSG00000200421
RP11-109P14.1	ENSG00000214141
RP11-109P14.2	ENSG00000227416
MANEAL	ENSG00000185090
RP11-109P14.9	ENSG00000233728
YRDC	ENSG00000196449
C1orf122	ENSG00000197982
MTF1	ENSG00000188786
RP11-109P14.8	ENSG00000235673
RP11-109P14.10	ENSG00000230955
INPP5B	ENSG00000204084
RF00092	ENSG00000252448
RNU6-584P	ENSG00000222282
RF00017	ENSG00000277168
SF3A3	ENSG00000183431
RNU6-510P	ENSG00000212541
FHL3	ENSG00000183386
UTP11	ENSG00000183520
POU3F1	ENSG00000185668
RP5-884C9.2	ENSG00000224592
RP5-884C9.3	ENSG00000223589
MIR3659	ENSG00000265596
RP5-884C9.4	ENSG00000284623
RP11-214L19.1	ENSG00000237290
RP11-329N22.2	ENSG00000275350
RNU6-753P	ENSG00000200796
RP11-329N22.1	ENSG00000238063
RP11-334L9.1	ENSG00000215895
RP11-334L9.2	ENSG00000284632
RRAGC	ENSG00000116954
RP5-864K19.7	ENSG00000273637
RP5-864K19.4	ENSG00000228436
MYCBP	ENSG00000214114
RP5-864K19.6	ENSG00000274944
GJA9	ENSG00000131233
RHBDL2	ENSG00000158315
RNU6-605P	ENSG00000199963
RF00019	ENSG00000207466
RP11-781D11.1	ENSG00000235549
AKIRIN1	ENSG00000174574
NDUFS5	ENSG00000168653
MACF1	ENSG00000127603
RNU6-608P	ENSG00000206654
RNA5SP44	ENSG00000222378
RP11-416A14.1	ENSG00000270040
RP11-420K8.1	ENSG00000226438
RP11-420K8.2	ENSG00000217897
BMP8A	ENSG00000183682
RP11-69E11.7	ENSG00000237624
PPIEL	ENSG00000243970
PABPC4	ENSG00000090621
RP11-69E11.8	ENSG00000228060
SNORA55	ENSG00000201457
HEYL	ENSG00000163909
RP1-144F13.3	ENSG00000225903
NT5C1A	ENSG00000116981
HPCAL4	ENSG00000116983
PPIE	ENSG00000084072
RP1-144F13.4	ENSG00000225333
RNU7-121P	ENSG00000252413
BMP8B	ENSG00000116985
OXCT2	ENSG00000198754
RP1-118J21.25	ENSG00000261798
RP1-118J21.24	ENSG00000229213
RP1-118J21.27	ENSG00000284719
RP1-118J21.28	ENSG00000284678
TRIT1	ENSG00000043514
RF00019	ENSG00000202222
MYCL	ENSG00000116990
RP1-118J21.5	ENSG00000236546
RF00019	ENSG00000207356
MFSD2A	ENSG00000168389
RP3-342P20.2	ENSG00000228477
CAP1	ENSG00000131236
PPT1	ENSG00000131238
RP11-115D7.3	ENSG00000226745
RLF	ENSG00000117000
RNU6-1237P	ENSG00000207508
TMCO2	ENSG00000188800
RP1-39G22.7	ENSG00000259943
ZMPSTE24	ENSG00000084073
RP1-39G22.4	ENSG00000231296
COL9A2	ENSG00000049089
RP1-228H13.1	ENSG00000227311
SMAP2	ENSG00000084070
RP1-228H13.2	ENSG00000213172
RP1-228H13.6	ENSG00000284677
ZFP69B	ENSG00000187801
RP1-228H13.5	ENSG00000260920
RP11-656D10.7	ENSG00000279667
ZFP69	ENSG00000187815
RP11-656D10.3	ENSG00000238287
EXO5	ENSG00000164002
RP11-656D10.5	ENSG00000227278
RP11-656D10.6	ENSG00000238186
ZNF684	ENSG00000117010
RP1-63P18.2	ENSG00000236505
RP4-739H11.1	ENSG00000233910
RIMS3	ENSG00000117016
RP4-739H11.3	ENSG00000237899
RP4-739H11.4	ENSG00000272145
NFYC	ENSG00000066136
MIR30E	ENSG00000198974
MIR30C1	ENSG00000207962
KCNQ4	ENSG00000117013
RN7SL326P	ENSG00000264582
CITED4	ENSG00000179862
RP5-1066H13.4	ENSG00000229528
RP11-348A7.1	ENSG00000228940
RP11-348A7.2	ENSG00000233118
CTPS1	ENSG00000171793
SLFNL1-AS1	ENSG00000281207
SLFNL1	ENSG00000171790
SCMH1	ENSG00000010803
RP4-635E8.1	ENSG00000215893
RP11-399E6.1	ENSG00000235358
RP11-399E6.2	ENSG00000213987
FOXO6	ENSG00000204060
RP11-399E6.4	ENSG00000229901
RNA5SP45	ENSG00000252563
EDN2	ENSG00000127129
HIVEP3	ENSG00000127124
RP11-486B10.3	ENSG00000230881
RP11-486B10.4	ENSG00000230638
RP11-486B10.5	ENSG00000284895
RP1-21K4.1	ENSG00000227538
RP11-319C21.1	ENSG00000228776
GUCA2B	ENSG00000044012
GUCA2A	ENSG00000197273
FOXJ3	ENSG00000198815
RP11-223A3.1	ENSG00000227527
RIMKLA	ENSG00000177181
RP11-157D18.2	ENSG00000235002
ZMYND12	ENSG00000066185
PPCS	ENSG00000127125
CCDC30	ENSG00000186409
RP11-163G10.2	ENSG00000230116
RP11-163G10.3	ENSG00000236876
RNU6-536P	ENSG00000200254
RP11-163G10.4	ENSG00000236180
PPIH	ENSG00000171960
RP5-994D16.3	ENSG00000234917
YBX1	ENSG00000065978
CLDN19	ENSG00000164007
P3H1	ENSG00000117385
C1orf50	ENSG00000164008
RP5-994D16.12	ENSG00000283580
RP5-994D16.9	ENSG00000228452
TMEM269	ENSG00000274386
SVBP	ENSG00000177868
ERMAP	ENSG00000164010
RP11-342M1.3	ENSG00000228192
ZNF691	ENSG00000164011
RP11-342M1.7	ENSG00000233708
RP11-342M1.6	ENSG00000237090
RP5-848E13.1	ENSG00000225099
SLC2A1	ENSG00000117394
RP5-848E13.5	ENSG00000284138
RP5-848E13.3	ENSG00000227533
RP5-848E13.4	ENSG00000283973
RNU6-880P	ENSG00000207256
RF00026	ENSG00000283136
RP3-393B19.1	ENSG00000277513
FAM183A	ENSG00000186973
EBNA1BP2	ENSG00000117395
MIR6733	ENSG00000284410
CFAP57	ENSG00000243710
RNA5SP46	ENSG00000199240
TMEM125	ENSG00000179178
C1orf210	ENSG00000253313
TIE1	ENSG00000066056
MPL	ENSG00000117400
RP1-92O14.3	ENSG00000234694
CDC20	ENSG00000117399
ELOVL1	ENSG00000066322
MIR6734	ENSG00000283836
MED8	ENSG00000159479
RP1-92O14.6	ENSG00000229431
SZT2	ENSG00000198198
RP11-506B15.4	ENSG00000229372
MIR6735	ENSG00000274975
HYI	ENSG00000178922
RP11-506B15.6	ENSG00000229348
PTPRF	ENSG00000142949
RP11-7O11.7	ENSG00000284989
KDM4A	ENSG00000066135
RP11-184I16.2	ENSG00000236200
ST3GAL3	ENSG00000126091
RP11-184I16.4	ENSG00000229444
RF00026	ENSG00000283414
RP11-184I16.3	ENSG00000233674
MIR6079	ENSG00000283477
RP4-654J19.1	ENSG00000224751
ARTN	ENSG00000117407
RP11-7O11.3	ENSG00000237950
IPO13	ENSG00000117408
DPH2	ENSG00000132768
ATP6V0B	ENSG00000117410
B4GALT2	ENSG00000117411
CCDC24	ENSG00000159214
SLC6A9	ENSG00000196517
RP5-1198O20.4	ENSG00000230615
RP5-1198O20.5	ENSG00000227163
KRT8P47	ENSG00000271647
RN7SL479P	ENSG00000239560
KLF17	ENSG00000171872
RP11-570P14.1	ENSG00000233514
KLF18	ENSG00000283039
RP4-675G8.3	ENSG00000226804
RF00019	ENSG00000200171
RP4-675G8.4	ENSG00000238037
RP5-891H21.1	ENSG00000227994
RP5-891H21.5	ENSG00000271329
DMAP1	ENSG00000178028
ERI3	ENSG00000117419
RP5-891H21.4	ENSG00000233602
RNU6-369P	ENSG00000199385
RNF220	ENSG00000187147
MIR5584	ENSG00000263381
TMEM53	ENSG00000126106
C1orf228	ENSG00000198520
RNU5F-1	ENSG00000199377
RNU5D-1	ENSG00000200169
KIF2C	ENSG00000142945
RP11-269F19.2	ENSG00000225721
RPS8	ENSG00000142937
SNORD55	ENSG00000264294
SNORD46	ENSG00000200913
SNORD38A	ENSG00000202031
SNORD38B	ENSG00000207421
SNORD38B	ENSG00000281859
RP11-269F19.4	ENSG00000234093
BEST4	ENSG00000142959
PLK3	ENSG00000173846
RP11-269F19.9	ENSG00000188396
BTBD19	ENSG00000222009
PTCH2	ENSG00000117425
RNU5E-6P	ENSG00000202444
RP5-882O7.1	ENSG00000226499
EIF2B3	ENSG00000070785
RNA5SP47	ENSG00000253039
RP5-882O7.3	ENSG00000229815
RP5-882O7.4	ENSG00000232369
RP5-882O7.5	ENSG00000268949
HECTD3	ENSG00000126107
UROD	ENSG00000126088
ZSWIM5	ENSG00000162415
RP11-69J16.4	ENSG00000234315
LINC01144	ENSG00000281912
HPDL	ENSG00000186603
MUTYH	ENSG00000132781
TOE1	ENSG00000132773
TESK2	ENSG00000070759
RP11-291L19.1	ENSG00000236872
CCDC163P	ENSG00000280670
MMACHC	ENSG00000132763
PRDX1	ENSG00000117450
RP4-697E16.1	ENSG00000234379
AKR1A1	ENSG00000117448
AL355480.3	ENSG00000281133
AL355480.1	ENSG00000280836
NASP	ENSG00000132780
AL355480.2	ENSG00000281112
AL355480.4	ENSG00000281825
CCDC17	ENSG00000159588
GPBP1L1	ENSG00000159592
RP11-767N6.3	ENSG00000225447
RP11-767N6.2	ENSG00000234329
TMEM69	ENSG00000159596
IPP	ENSG00000197429
RP11-767N6.7	ENSG00000230896
RP11-630I5.1	ENSG00000236111
MAST2	ENSG00000086015
RP11-735A5.1	ENSG00000232467
PIK3R3	ENSG00000117461
RP4-533D7.6	ENSG00000278139
RP4-533D7.4	ENSG00000226957
RP4-533D7.3	ENSG00000233114
RP4-533D7.5	ENSG00000227857
TSPAN1	ENSG00000117472
RP11-322N21.2	ENSG00000250719
POMGNT1	ENSG00000085998
LURAP1	ENSG00000171357
RAD54L	ENSG00000085999
LRRC41	ENSG00000132128
UQCRH	ENSG00000173660
NSUN4	ENSG00000117481
RP4-603I14.3	ENSG00000225779
FAAH	ENSG00000117480
RP5-1109J22.1	ENSG00000232022
RP5-1109J22.2	ENSG00000224863
DMBX1	ENSG00000197587
RP11-49P4.7	ENSG00000282881
MKNK1-AS1	ENSG00000269956
KNCN	ENSG00000162456
MKNK1	ENSG00000079277
MOB3C	ENSG00000142961
ATPAF1	ENSG00000123472
RP11-8J9.1	ENSG00000233647
TEX38	ENSG00000186118
RP11-8J9.4	ENSG00000228237
EFCAB14	ENSG00000159658
RP11-8J9.5	ENSG00000236476
CYP4B1	ENSG00000142973
RP4-732G19.2	ENSG00000154198
RP11-346M5.1	ENSG00000238145
CYP4A11	ENSG00000187048
RP11-346M5.6	ENSG00000259832
RP11-346M5.5	ENSG00000261196
RP11-346M5.4	ENSG00000261593
RP11-346M5.3	ENSG00000261290
CYP4X1	ENSG00000186377
CYP4Z1	ENSG00000186160
RP11-184J23.2	ENSG00000225154
RP1-18D14.3	ENSG00000225506
CYP4A22	ENSG00000162365
RP1-18D14.2	ENSG00000225514
RP1-18D14.4	ENSG00000224805
PDZK1IP1	ENSG00000162366
TAL1	ENSG00000162367
RP1-18D14.7	ENSG00000226252
STIL	ENSG00000123473
CMPK1	ENSG00000162368
RP11-511I2.2	ENSG00000225762
FOXE3	ENSG00000186790
FOXD2-AS1	ENSG00000237424
FOXD2	ENSG00000186564
RP4-666O22.3	ENSG00000271355
RP4-666O22.1	ENSG00000229554
RP4-666O22.2	ENSG00000227883
RP11-543D5.1	ENSG00000227947
TRABD2B	ENSG00000269113
RP11-543D5.2	ENSG00000223814
RP11-330M19.1	ENSG00000225028
RP4-683M8.2	ENSG00000226133
RP11-193P11.3	ENSG00000231413
RP11-193P11.1	ENSG00000237180
SKINT1L	ENSG00000242267
RP5-1024N4.6	ENSG00000279096
RP5-1024N4.2	ENSG00000223720
SLC5A9	ENSG00000117834
RP5-1024N4.4	ENSG00000272491
RP5-1024N4.5	ENSG00000279214
SPATA6	ENSG00000132122
RP11-252A4.2	ENSG00000224986
RNU6-723P	ENSG00000206700
RP11-329A14.1	ENSG00000235105
RNU4-61P	ENSG00000223175
RP11-329A14.2	ENSG00000232514
AGBL4	ENSG00000186094
BEND5	ENSG00000162373
RP11-141A19.1	ENSG00000229846
RP11-141A19.2	ENSG00000230114
RP4-795A5.1	ENSG00000225623
RP5-926E3.1	ENSG00000237478
RP5-1092E23.1	ENSG00000215887
RP11-93G23.2	ENSG00000279324
RP11-93G23.1	ENSG00000233595
ELAVL4	ENSG00000162374
RP11-492I2.1	ENSG00000230828
RP11-567C20.2	ENSG00000237337
RP11-567C20.3	ENSG00000233407
RP11-567C20.5	ENSG00000284696
RP11-567C20.4	ENSG00000284645
RP11-183G22.1	ENSG00000234080
RP11-183G22.2	ENSG00000229316
RP11-183G22.3	ENSG00000225671
DMRTA2	ENSG00000142700
RP5-850O15.3	ENSG00000284700
FAF1	ENSG00000185104
RP5-850O15.4	ENSG00000225767
RNU6-1026P	ENSG00000207194
RP11-220M1.1	ENSG00000230585
RP11-220M1.2	ENSG00000237130
CDKN2C	ENSG00000123080
MIR4421	ENSG00000265538
MIR6500	ENSG00000275816
C1orf185	ENSG00000204006
RF00019	ENSG00000200262
CFLP2	ENSG00000213478
RP11-296A18.3	ENSG00000203356
RNF11	ENSG00000123091
RP11-296A18.5	ENSG00000233406
RP11-296A18.6	ENSG00000236434
TTC39A	ENSG00000085831
RP11-275F13.1	ENSG00000261664
EPS15	ENSG00000085832
RP11-275F13.3	ENSG00000232027
RNU6-877P	ENSG00000206595
RP11-253A20.1	ENSG00000238140
RP11-191G24.1	ENSG00000227070
RNU6-1281P	ENSG00000252032
RP11-191G24.2	ENSG00000227742
OSBPL9	ENSG00000117859
RP4-657D16.4	ENSG00000236973
RP4-657D16.5	ENSG00000232846
RF00568	ENSG00000212624
NRDC	ENSG00000078618
RP4-657D16.3	ENSG00000266993
RP4-657D16.6	ENSG00000272175
MIR761	ENSG00000283899
RP11-470H9.1	ENSG00000230604
RAB3B	ENSG00000169213
RNA5SP48	ENSG00000200839
RP11-91A18.1	ENSG00000229032
RN7SL290P	ENSG00000264613
TXNDC12	ENSG00000117862
KTI12	ENSG00000198841
RP11-91A18.4	ENSG00000223390
RP11-91A18.5	ENSG00000228369
BTF3L4	ENSG00000134717
ZFYVE9	ENSG00000157077
RN7SL788P	ENSG00000241745
RP4-800M22.1	ENSG00000228407
RP4-800M22.2	ENSG00000223429
RP4-800M22.3	ENSG00000224255
RP4-800M22.4	ENSG00000236004
RP4-814E15.1	ENSG00000237663
RP4-814E15.2	ENSG00000213735
CC2D1B	ENSG00000154222
RP11-155O18.6	ENSG00000272100
RP11-155O18.3	ENSG00000224680
ORC1	ENSG00000085840
PRPF38A	ENSG00000134748
ZCCHC11	ENSG00000134744
RP11-25O10.2	ENSG00000272371
RP11-25O10.1	ENSG00000236290
GPX7	ENSG00000116157
FAM159A	ENSG00000182183
COA7	ENSG00000162377
RP11-159C21.3	ENSG00000233664
RN7SL62P	ENSG00000239640
ZYG11B	ENSG00000162378
RNU2-30P	ENSG00000252018
RP11-159C21.4	ENSG00000228929
RNU6-969P	ENSG00000206627
ZYG11A	ENSG00000203995
RP4-631H13.2	ENSG00000242391
ECHDC2	ENSG00000121310
RP4-631H13.6	ENSG00000230953
RP4-631H13.4	ENSG00000231866
SCP2	ENSG00000116171
MIR1273F	ENSG00000264834
MIR5095	ENSG00000266188
MIR1273G	ENSG00000265815
RP4-631H13.5	ENSG00000237279
RP11-334A14.2	ENSG00000236360
RP11-334A14.3	ENSG00000226147
PODN	ENSG00000174348
RP11-334A14.5	ENSG00000232993
RP11-334A14.6	ENSG00000227644
SLC1A7	ENSG00000162383
RP11-334A14.8	ENSG00000235563
RP5-1024G6.9	ENSG00000277397
CPT2	ENSG00000157184
RP5-1024G6.2	ENSG00000236723
C1orf123	ENSG00000162384
RP5-1024G6.7	ENSG00000259818
MAGOH	ENSG00000162385
RP5-1024G6.5	ENSG00000226754
LRP8	ENSG00000157193
RP4-784A16.1	ENSG00000234578
RP4-784A16.2	ENSG00000228838
RP4-784A16.3	ENSG00000225030
RP4-784A16.4	ENSG00000232762
RP4-784A16.5	ENSG00000225675
RP11-117D22.1	ENSG00000226938
RP11-117D22.2	ENSG00000230138
RP4-796B4.1	ENSG00000236253
DMRTB1	ENSG00000143006
GLIS1	ENSG00000174332
RNU7-95P	ENSG00000239007
NDC1	ENSG00000058804
RF00418	ENSG00000201003
RP4-654H19.2	ENSG00000229687
