#hg19.knownToEnsembl.value	hg19.kgXref.kgID	hg19.kgXref.geneSymbol	hg19.kgXref.refseq	hg19.knownToRefSeq.value
ENST00000389680	uc022bqo.2	MT-RNR1		n/a
ENST00000455935	uc011fxu.2	PPP1R18	NM_001134870	NM_001134870
ENST00000455935	uc011fxv.2	PPP1R18	NM_133471	NM_133471
ENST00000444252	uc031ssq.1	NRM	NM_001270709	NM_001270709
ENST00000422747	uc031ssr.1	NRM	NM_001270707	NM_001270707
ENST00000422747	uc031sss.1	NRM	NM_001270709	NM_001270709
ENST00000422747	uc031sst.1	NRM		NM_007243
ENST00000422747	uc031ssu.1	NRM	NM_001270708	NM_001270708
ENST00000422747	uc031ssv.1	NRM	NM_001270710	NM_001270710
ENST00000422747	uc011fxy.3	NRM	NM_001270710	NM_001270710
ENST00000422747	uc011fxw.3	NRM	NM_007243	NM_007243
ENST00000420320	uc011fxz.2	MDC1	NM_014641	NM_014641
ENST00000551204	uc011fyc.1	MDC1		NM_014641
ENST00000552263	uc011fyb.1	MDC1		NM_014641
ENST00000551204	uc011fyd.1	MDC1	NM_014641	NM_014641
ENST00000420320	uc011fya.2	MDC1	NM_014641	NM_014641
ENST00000383382	uc011fyh.2	FLOT1	NM_005803	NM_005803
ENST00000383382	uc011fyi.2	FLOT1	NM_005803	NM_005803
ENST00000416884	uc011fyj.2	IER3	NM_003897	NM_003897
ENST00000457919	uc011fzo.2	SFTA2	NM_205854	NM_205854
ENST00000427005	uc011fzv.2	C6orf15	NM_014070	NM_014070
ENST00000418599	uc011fzy.2	CDSN	NM_001264	NM_001264
ENST00000416027	uc011gaa.2	PSORS1C2	NM_014069	NM_014069
ENST00000383341	uc011gab.2	CCHCR1	NM_019052	NM_019052
ENST00000400352	uc021znf.1	CCHCR1	NM_001105563	NM_001105563
ENST00000400352	uc021zng.1	CCHCR1	NM_019052	NM_019052
ENST00000383341	uc011gaf.1	CCHCR1	NM_019052	NM_019052
ENST00000383341	uc011gae.2	CCHCR1	NM_019052	NM_019052
ENST00000412166	uc011gai.2	POU5F1	NM_203289	NM_203289
ENST00000412166	uc011gaj.2	POU5F1	NM_203289	NM_203289
ENST00000412166	uc021znh.1	POU5F1	NM_001173531	NM_001173531
ENST00000434616	uc011gak.2	POU5F1	NM_002701	NM_002701
ENST00000450562	uc011gan.1	PSORS1C3		NR_026816
ENST00000479595	uc011gat.1	HLA-C		NM_001243042
ENST00000458192	uc011gar.1	HLA-C		NM_001243042
ENST00000494823	uc011gau.1	HLA-C		NM_001243042
ENST00000420206	uc011gap.2	HLA-C		NM_001243042
ENST00000420206	uc011gas.2	HLA-C		NM_001243042
ENST00000461254	uc011gbb.2	DDX39B	NM_080598	NM_080598
ENST00000581427	uc011gbl.1	SNORD117		NR_003140
ENST00000579171	uc011gbn.1	SNORD84		NR_003065
ENST00000465849	uc011gbh.1	DDX39B	NM_080598	NM_080598
ENST00000461254	uc011gbi.1	DDX39B	NM_080598	NM_080598
ENST00000465849	uc011gbj.1	DDX39B		NM_004640
ENST00000461254	uc011gbk.1	DDX39B		NR_037852
ENST00000546633	uc011gbm.1	DDX39B	NM_080598	NM_080598
ENST00000453138	uc011gbe.2	DDX39B	NM_004640	NM_004640
ENST00000441425	uc011gbf.2	DDX39B	NM_080598	NM_080598
ENST00000453138	uc011gbd.2	DDX39B		NR_037852
ENST00000456666	uc011gbg.2	ATP6V1G2-DDX39B	NM_080598	NM_080598
ENST00000454370	uc011gbo.2	ATP6V1G2	NM_138282	NM_138282
ENST00000454370	uc011gbp.2	ATP6V1G2	NM_130463	NM_130463
ENST00000421596	uc021znj.1	ATP6V1G2	NM_001204078	NM_001204078
ENST00000444479	uc011gcd.1	LTB	NM_002341	NM_002341
ENST00000464122	uc011gce.1	LTB	NM_009588	NM_009588
ENST00000415123	uc011gcs.1	NCR3	NM_147130	NM_147130
ENST00000439584	uc011gct.1	NCR3	NM_001145466	NM_001145466
ENST00000436623	uc011gcu.1	NCR3	NM_001145467	NM_001145467
ENST00000422756	uc011gdc.2	BAG6	NM_001098534	NM_001098534
ENST00000434446	uc011gdd.2	BAG6	NM_004639	NM_004639
ENST00000434446	uc011gdf.2	BAG6	NM_080702	NM_080702
ENST00000434446	uc011gde.2	BAG6	NM_080703	NM_080703
ENST00000434446	uc011gdg.2	BAG6	NM_001199698	NM_001199698
ENST00000434446	uc011gdh.2	BAG6	NM_001199697	NM_001199697
ENST00000431256	uc011gdl.1	C6orf47	NM_021184	NM_021184
ENST00000419261	uc011gdm.2	GPANK1	NM_033177	NM_033177
ENST00000419261	uc021znm.1	GPANK1	NM_001199240	NM_001199240
ENST00000419261	uc011gdn.2	GPANK1	NM_001199238	NM_001199238
ENST00000419261	uc011gdo.2	GPANK1	NM_001199239	NM_001199239
ENST00000419261	uc011gdp.2	GPANK1	NM_001199237	NM_001199237
ENST00000455753	uc011gdv.2	LY6G5C	NM_025262	NM_025262
ENST00000486182	uc011gdw.1	LY6G5C		NM_025262
ENST00000435280	uc011gdx.1	LY6G5C		NM_025262
ENST00000583279	uc021zno.1	MIR4646		NR_039789
ENST00000494438	uc011gdy.2	ABHD16A	NM_021160	NM_021160
ENST00000551038	uc011gdz.2	ABHD16A	NM_001177515	NM_001177515
ENST00000549543	uc011gea.2	ABHD16A	NM_021160	NM_021160
ENST00000549543	uc011ged.2	ABHD16A	NM_001177515	NM_001177515
ENST00000549543	uc011gee.2	ABHD16A		NM_021160
ENST00000549543	uc011gec.2	ABHD16A	NM_021160	NM_021160
ENST00000550508	uc011geh.1	LY6G6E		NR_024541
ENST00000481162	uc011gei.1	LY6G6E		NR_003673
ENST00000453077	uc011gek.1	LY6G6E		NR_003673
ENST00000419000	uc011gej.1	LY6G6E		NR_003673
ENST00000428498	uc011gen.2	LY6G6C	NM_025261	NM_025261
ENST00000467714	uc011geo.2	LY6G6C		NM_025261
ENST00000451411	uc011gev.2	DDAH2	NM_013974	NM_013974
ENST00000437889	uc011gew.2	DDAH2	NM_013974	NM_013974
ENST00000422167	uc011gex.1	CLIC1	NM_001288	NM_001288
ENST00000431921	uc011gey.1	CLIC1	NM_001288	NM_001288
ENST00000546928	uc011gfi.2	VWA7	NM_025258	NM_025258
ENST00000546928	uc011gfj.1	VWA7		NM_025258
ENST00000551633	uc011gfk.1	VWA7		NM_025258
ENST00000211402	uc021znq.1	VARS		NM_006295
ENST00000211402	uc011gfl.2	VARS	NM_006295	NM_006295
ENST00000211402	uc011gfn.1	VARS		NM_006295
ENST00000424975	uc011gfo.2	LSM2	NM_021177	NM_021177
ENST00000417601	uc011gfp.2	HSPA1L	NM_005527	NM_005527
ENST00000417601	uc011gfq.2	HSPA1L	NM_005527	NM_005527
ENST00000434496	uc011ggb.2	NEU1	NM_000434	NM_000434
ENST00000548188	uc011ggh.2	SLC44A4	NM_001178045	NM_001178045
ENST00000425238	uc011ggg.2	SLC44A4	NM_025257	NM_025257
ENST00000549663	uc011ggi.2	SLC44A4	NM_001178044	NM_001178044
ENST00000478077	uc011ggl.2	EHMT2	NM_025256	NM_025256
ENST00000497361	uc011ggm.2	EHMT2		NM_006709
ENST00000428442	uc011ggn.2	EHMT2	NM_025256	NM_025256
ENST00000429506	uc011ggo.2	EHMT2	NM_006709	NM_006709
ENST00000429506	uc011ggp.2	EHMT2	NM_025256	NM_025256
ENST00000480410	uc011ggq.1	EHMT2		NM_025256
ENST00000458242	uc011ggt.1	ZBTB12	NM_181842	NM_181842
ENST00000584324	uc021zns.1	MIR1236		NR_031601
ENST00000383174	uc011ghf.2	NELFE	NM_002904	NM_002904
ENST00000383174	uc011ghg.2	NELFE	NM_002904	NM_002904
ENST00000414092	uc011ghn.1	DOM3Z	NM_005510	NM_005510
ENST00000414092	uc011gho.1	DOM3Z		NM_005510
ENST00000414092	uc011ghr.1	DOM3Z		NM_005510
ENST00000414092	uc011ght.1	DOM3Z		NM_005510
ENST00000515427	uc011gif.2	TNXB		NM_032470
ENST00000426348	uc011gio.1	TNXB	NM_032470	NM_032470
ENST00000469250	uc011gip.1	TNXB	NM_032470	NM_032470
ENST00000550212	uc011giq.1	TNXB	NM_019105	NM_019105
ENST00000547111	uc011gir.1	TNXB		NM_019105
ENST00000293709	uc011gis.1	ATF6B	NM_001136153	NM_001136153
ENST00000293709	uc011giv.2	ATF6B	NM_001136153	NM_001136153
ENST00000463669	uc011giw.2	ATF6B	NM_001136153	NM_001136153
ENST00000383156	uc011git.2	ATF6B	NM_001136153	NM_001136153
ENST00000293709	uc011giu.2	ATF6B	NM_004381	NM_004381
ENST00000463669	uc011gix.2	ATF6B	NM_004381	NM_004381
ENST00000456854	uc011giy.2	FKBPL	NM_022110	NM_022110
ENST00000483352	uc011giz.2	PRRT1	NM_030651	NM_030651
ENST00000444466	uc011gja.2	PRRT1	NM_030651	NM_030651
ENST00000418753	uc011gjb.2	PRRT1		NM_030651
ENST00000471078	uc021znv.1	LOC100507547		NR_037171
ENST00000471078	uc021znw.1	LOC100507547		NR_037170
ENST00000489854	uc011gjc.2	LOC100507547		NR_037172
ENST00000471078	uc021znx.1	LOC100507547		NR_037169
ENST00000424621	uc021zny.1	C6orf10	NM_006781	NM_006781
ENST00000424621	uc011gjl.2	C6orf10	NM_006781	NM_006781
ENST00000424621	uc011gjm.2	C6orf10	NM_006781	NM_006781
ENST00000438312	uc011gjn.2	C6orf10	NM_006781	NM_006781
ENST00000424621	uc011gjo.1	C6orf10		NM_006781
ENST00000424621	uc011gjp.1	C6orf10		NM_006781
ENST00000551095	uc011gjq.2	BTNL2	NM_019602	NM_019602
ENST00000551095	uc011gjr.2	BTNL2		NM_019602
ENST00000551095	uc011gjs.3	BTNL2		NM_019602
ENST00000551095	uc011gjt.2	BTNL2		NM_019602
ENST00000444645	uc021zoa.1	HLA-DRB1		n/a
ENST00000444645	uc011gjy.2	HLA-DRB1		n/a
ENST00000399074	uc011gkb.2	HLA-DQB1		n/a
ENST00000416192	uc011gkc.2	HLA-DQB1		n/a
ENST00000434886	uc011gkd.2	HLA-DQB1		n/a
ENST00000547371	uc011gkf.2	HLA-DQB2	NM_001198858	NM_001198858
ENST00000433801	uc011gkg.1	HLA-DQB2	NM_001198858	NM_001198858
ENST00000454286	uc011gkh.2	HLA-DOB	NM_002120	NM_002120
ENST00000469995	uc011gkj.1	HLA-DOB	NM_002120	NM_002120
ENST00000452371	uc011gkm.1	TAP2	NM_000544	NM_000544
ENST00000452371	uc011gki.1	TAP2	NM_018833	NM_018833
ENST00000451907	uc011gkk.1	TAP2	NM_018833	NM_018833
ENST00000452371	uc011gkl.2	TAP2	NM_000544	NM_000544
ENST00000446762	uc011gkn.2	PSMB8	NM_148919	NM_148919
ENST00000446762	uc011gko.2	PSMB8	NM_148919	NM_148919
ENST00000441960	uc011gkp.2	PSMB8	NM_004159	NM_004159
ENST00000439781	uc011gkr.2	TAP1	NM_000593	NM_000593
ENST00000439781	uc011gks.2	TAP1	NM_000593	NM_000593
ENST00000477825	uc011gky.2	HLA-DMB		NM_002118
ENST00000448798	uc011gkz.2	HLA-DMB	NM_002118	NM_002118
ENST00000440078	uc011gla.2	HLA-DMB		NM_002118
ENST00000448798	uc011glb.2	HLA-DMB	NM_002118	NM_002118
ENST00000440078	uc011glc.2	HLA-DMB	NM_002118	NM_002118
ENST00000461570	uc011gkx.2	HLA-DMB		NM_002118
ENST00000461570	uc011gld.2	HLA-DMB	NM_002118	NM_002118
ENST00000439054	uc011gle.1	HLA-DMA	NM_006120	NM_006120
ENST00000487750	uc011glf.1	HLA-DMA		NM_006120
ENST00000452598	uc011gli.2	HLA-DOA	NM_002119	NM_002119
ENST00000452598	uc011glj.2	HLA-DOA		NM_002119
ENST00000452598	uc011glk.2	HLA-DOA		NM_002119
ENST00000484244	uc011glm.2	HLA-DPA1	NM_033554	NM_033554
ENST00000454805	uc011gll.2	HLA-DPA1	NM_033554	NM_033554
ENST00000454805	uc021zoh.1	HLA-DPA1	NM_001242524	NM_001242524
ENST00000454805	uc021zoi.1	HLA-DPA1	NM_001242525	NM_001242525
ENST00000494246	uc011glt.1	COL11A2		NM_080679
ENST00000551758	uc011glu.1	COL11A2	NM_080680	NM_080680
ENST00000448717	uc011glv.1	COL11A2	NM_080681	NM_080681
ENST00000550998	uc011glw.1	COL11A2	NM_080679	NM_080679
ENST00000452937	uc011glx.2	COL11A2	NM_001163771	NM_001163771
ENST00000494616	uc011gmd.1	RXRB		NM_021976
ENST00000415157	uc011gly.3	RXRB	NM_021976	NM_021976
ENST00000415157	uc011glz.3	RXRB	NM_001270401	NM_001270401
ENST00000415157	uc011gmc.2	RXRB	NM_021976	NM_021976
ENST00000415157	uc011gme.2	RXRB		NM_021976
ENST00000494616	uc011gmf.2	RXRB		NM_021976
ENST00000455462	uc011gmb.3	RXRB	NM_001270401	NM_001270401
ENST00000489636	uc011gms.1	VPS52		NM_022553
ENST00000441058	uc011gmq.2	VPS52	NM_022553	NM_022553
ENST00000441058	uc011gmu.1	VPS52		NM_022553
ENST00000471761	uc011gmr.2	VPS52	NM_022553	NM_022553
ENST00000471761	uc011gmt.1	VPS52	NM_022553	NM_022553
ENST00000457382	uc011gnb.1	WDR46		NM_001164267
ENST00000457382	uc011gmz.2	WDR46	NM_005452	NM_005452
ENST00000457382	uc011gna.2	WDR46	NM_001164267	NM_001164267
ENST00000473419	uc011gne.2	RGL2		NM_001243738
ENST00000492493	uc011gnf.2	RGL2		NM_001243738
ENST00000452084	uc011gng.2	RGL2	NM_004761	NM_004761
ENST00000452084	uc011gnh.2	RGL2	NM_001243738	NM_001243738
ENST00000550374	uc011gni.2	RGL2		NM_001243738
ENST00000417059	uc011gnj.2	TAPBP	NM_003190	NM_003190
ENST00000417059	uc011gnn.2	TAPBP	NM_172209	NM_172209
ENST00000456807	uc011gnm.2	TAPBP	NM_172208	NM_172208
ENST00000493108	uc011gnl.2	TAPBP		NM_172208
ENST00000417059	uc011gno.2	TAPBP	NM_003190	NM_003190
ENST00000418540	uc011gnp.1	ZBTB22	NM_005453	NM_005453
ENST00000547592	uc011gnq.1	ZBTB22	NM_001145338	NM_001145338
ENST00000399060	uc021zom.1	DAXX		NM_001350
ENST00000399060	uc021zon.1	DAXX		NM_001350
ENST00000383062	uc011gnr.2	DAXX	NM_001254717	NM_001254717
ENST00000383062	uc011gns.2	DAXX	NM_001350	NM_001350
ENST00000383062	uc011gnt.2	DAXX	NM_001141970	NM_001141970
ENST00000383062	uc011gnu.2	DAXX	NM_001141969	NM_001141969
ENST00000383062	uc011gnv.1	DAXX		NM_001350
ENST00000383651	uc011iec.2	OR2J3	NM_001005216	NM_001005216
ENST00000427744	uc011ied.2	OR2J2	NM_030905	NM_030905
ENST00000503212	uc011ieg.2	OR10C1	NM_013941	NM_013941
ENST00000400713	uc011ieh.2	OR2H1	NM_030883	NM_030883
ENST00000383644	uc011iei.1	OR2H1	NM_030883	n/a
ENST00000461453	uc011iej.2	OR2H1	NM_030883	n/a
ENST00000460440	uc011iek.2	OR2H1	NM_030883	n/a
ENST00000437693	uc021ztg.1	LOC100507362		NR_037181
ENST00000437693	uc011iem.2	LOC100507362		NR_037179
ENST00000437693	uc021zth.1	LOC100507362		NR_037180
ENST00000580093	uc011iep.2	SNORD32B		NR_003049
ENST00000376947	uc011ieq.1	OR2H2	NM_007160	NM_007160
ENST00000549967	uc011iew.2	MOG	NM_001008229	NM_001008229
ENST00000549967	uc011iex.2	MOG		NM_001170418
ENST00000549967	uc011iey.2	MOG		NM_001170418
ENST00000259891	uc011iez.2	MOG	NM_206809	NM_206809
ENST00000549967	uc011ifc.2	MOG	NM_206814	NM_206814
ENST00000549967	uc011ifb.2	MOG		NM_206809
ENST00000547083	uc011ife.2	MOG		NM_001170418
ENST00000547083	uc011ifd.2	MOG	NM_001170418	NM_001170418
ENST00000549967	uc011ifg.2	MOG	NM_002433	NM_002433
ENST00000549967	uc011ifh.2	MOG	NM_206809	NM_206809
ENST00000547083	uc011ifi.2	MOG	NM_206811	NM_206811
ENST00000547083	uc011ifk.2	MOG	NM_001008228	NM_001008228
ENST00000547083	uc011ifj.2	MOG	NM_206810	NM_206810
ENST00000547083	uc011ifl.2	MOG	NM_206812	NM_206812
ENST00000548951	uc011ifm.2	MOG	NM_001008229	NM_001008229
ENST00000550932	uc031sut.1	HLA-F	NM_018950	NM_018950
ENST00000383626	uc011ifp.2	HLA-F	NM_018950	NM_018950
ENST00000383626	uc011ifq.2	HLA-F	NM_001098478	NM_001098478
ENST00000383627	uc011ifr.2	HLA-F	NM_001098479	NM_001098479
ENST00000489167	uc011ifs.1	HLA-F	NM_018950	NM_018950
ENST00000383627	uc011ift.1	HLA-F		NM_001098479
ENST00000424483	uc011ifz.1	LOC554223		NM_001207043
ENST00000424483	uc011iga.2	LOC554223		NM_001207043
ENST00000413589	uc011igb.2	LOC554223		NM_001207043
ENST00000426707	uc021ztj.1	LOC554223		NM_001207043
ENST00000400682	uc011igc.1	HLA-G		NM_002127
ENST00000400682	uc011igd.1	HLA-G	NM_002127	NM_002127
ENST00000553052	uc011ige.1	HLA-G	NM_002127	NM_002127
ENST00000383621	uc011igf.1	HLA-G		NM_002127
ENST00000383621	uc011igg.1	HLA-G		NM_002127
ENST00000469472	uc011igh.1	HLA-G		NM_002127
ENST00000383622	uc011igi.1	HLA-G		NM_002127
ENST00000429724	uc021ztl.1	HLA-H		NR_001434
ENST00000429724	uc021ztk.2	HLA-H		NR_001434
ENST00000429724	uc011igj.3	HLA-H		NR_001434
ENST00000376822	uc031suu.1	HLA-A		NM_002116
ENST00000478740	uc011igl.2	HLA-A		NM_002116
ENST00000431463	uc011igp.2	BC035647		n/a
ENST00000462536	uc011igq.2	HLA-A		NM_002116
ENST00000383619	uc011igs.2	HLA-A		NM_002116
ENST00000383605	uc011igt.2	HLA-A		NM_002116
ENST00000478740	uc011igv.2	HLA-A		NM_002116
ENST00000383616	uc011iha.2	HCG9		NR_028032
ENST00000461713	uc011ihd.2	HLA-J		NR_024240
ENST00000461713	uc011ihe.2	HLA-J		NR_024240
ENST00000460173	uc011ihf.2	HLA-J		NR_024240
ENST00000400660	uc011ihi.2	ZNRD1	NM_014596	NM_014596
ENST00000400662	uc011ihj.2	ZNRD1	NM_170783	NM_170783
ENST00000383612	uc011ihk.2	PPP1R11	NM_021959	NM_021959
ENST00000400657	uc011ihl.2	PPP1R11		NM_021959
ENST00000400657	uc011ihm.2	PPP1R11		NM_021959
ENST00000383610	uc011ihs.1	TRIM40	NM_138700	NM_138700
ENST00000547289	uc011ihu.1	TRIM40	NM_138700	NM_138700
ENST00000259930	uc011ihx.2	TRIM15	NM_033229	NM_033229
ENST00000460301	uc011iid.1	HLA-L		NR_027822
ENST00000400644	uc011iih.2	TRIM39	NM_172016	NM_172016
ENST00000550282	uc011iii.2	TRIM39	NM_021253	NM_021253
ENST00000383603	uc011iij.2	TRIM39	NM_172016	NM_172016
ENST00000383603	uc011iik.2	TRIM39	NM_172016	NM_172016
ENST00000550618	uc011iil.2	TRIM39-RPP21	NM_001199119	NM_001199119
ENST00000456870	uc011iin.2	RPP21	NM_024839	NM_024839
ENST00000456870	uc011iio.2	RPP21	NM_001199121	NM_001199121
ENST00000456870	uc021ztn.1	RPP21	NM_001199120	NM_001199120
ENST00000422320	uc011iim.2	RPP21	NM_024839	NM_024839
ENST00000383597	uc011iip.2	HLA-E		NM_005516
ENST00000383597	uc011iiq.2	HLA-E	NM_005516	NM_005516
ENST00000383597	uc011iir.2	HLA-E	NM_005516	NM_005516
ENST00000383597	uc011iis.2	HLA-E		NM_005516
ENST00000383592	uc011iix.2	PRR3	NM_025263	NM_025263
ENST00000383592	uc011iiy.2	PRR3	NM_001077497	NM_001077497
ENST00000383588	uc011iiz.1	ABCF1	NM_001025091	NM_001025091
ENST00000383588	uc011ija.2	ABCF1	NM_001025091	NM_001025091
ENST00000383587	uc011ijb.2	ABCF1	NM_001090	NM_001090
ENST00000577884	uc021zto.1	MIR877		NR_030615
ENST00000327800	uc011ijf.1	MRPS18B	NM_014046	NM_014046
ENST00000327800	uc011ijg.1	MRPS18B		NM_014046
ENST00000400575	uc011iji.2	ATAT1	NM_024909	NM_024909
ENST00000383584	uc011ijk.2	ATAT1	NM_001254952	NM_001254952
ENST00000400575	uc011ijj.2	ATAT1	NM_001031722	NM_001031722
ENST00000383584	uc011ijl.2	ATAT1		NM_024909
ENST00000383584	uc011ijo.2	ATAT1	NM_001031722	NM_001031722
ENST00000383582	uc011ijp.2	ATAT1	NM_001031722	NM_001031722
ENST00000549361	uc011ijq.2	C6orf136	NM_001161376	NM_001161376
ENST00000549361	uc011ijr.2	C6orf136	NM_001109938	NM_001109938
ENST00000549361	uc011ijs.2	C6orf136	NM_145029	NM_145029
ENST00000383564	uc011ikh.2	TUBB	NM_178014	NM_178014
ENST00000400531	uc011iki.2	TUBB	NM_178014	NM_178014
ENST00000400488	uc011ikm.2	DDR1	NM_001954	NM_001954
ENST00000400489	uc011ikn.2	DDR1	NM_001954	NM_001954
ENST00000400492	uc011iko.2	DDR1	NM_013993	NM_013993
ENST00000400491	uc011ikp.2	DDR1	NM_013993	NM_013993
ENST00000400489	uc011ikq.2	DDR1	NM_001954	NM_001954
ENST00000400488	uc011ikr.2	DDR1	NM_001202523	NM_001202523
ENST00000437449	uc011iks.2	DDR1	NM_001202521	NM_001202521
ENST00000400486	uc011ikt.2	DDR1	NM_001954	NM_001954
ENST00000490712	uc011iku.1	DDR1		NM_001202522
ENST00000550395	uc011ikv.2	DDR1	NM_013994	NM_013994
ENST00000400488	uc011ikx.2	DDR1	NM_001202522	NM_001202522
ENST00000400488	uc011iky.2	DDR1	NM_001202521	NM_001202521
ENST00000579346	uc021ztp.1	MIR4640		NR_039783
ENST00000550395	uc011ikw.1	DDR1	NM_001202522	NM_001202522
ENST00000376326	uc011ila.1	GTF2H4	NM_001517	NM_001517
ENST00000459745	uc011ilb.1	GTF2H4	NM_001517	NM_001517
ENST00000475673	uc011ild.1	GTF2H4	NM_001517	NM_001517
ENST00000475673	uc021ztq.1	VARS2	NM_020442	NM_020442
ENST00000383540	uc011ilg.2	VARS2	NM_001167734	NM_001167734
ENST00000383540	uc011ili.2	VARS2	NM_020442	NM_020442
ENST00000383540	uc011ilh.2	VARS2	NM_001167733	NM_001167733
ENST00000383540	uc011ilj.2	VARS2	NM_001167734	NM_001167734
ENST00000383540	uc011ilm.2	VARS2		NM_020442
ENST00000383540	uc011ilk.2	VARS2	NM_020442	NM_020442
ENST00000383540	uc011ill.2	VARS2		NM_020442
ENST00000473449	uc011iln.2	VARS2		NM_001167733
ENST00000462424	uc011ilo.2	VARS2		NM_001167733
ENST00000414703	uc011ilq.1	DPCR1	NM_080870	NM_080870
ENST00000383535	uc011ilr.1	MUC21		NM_001010909
ENST00000383535	uc011ils.1	MUC21		NM_001010909
ENST00000383535	uc021ztr.1	MUC21		NM_001010909
ENST00000429324	uc021zts.1	MUC22	NM_001198815	NM_001198815
ENST00000429324	uc021ztt.1	MUC22	NM_001198815	NM_001198815
ENST00000423997	uc021ztv.2	HCG22		NR_003948
ENST00000423997	uc021ztu.1	HCG22		NR_003948
ENST00000376289	uc011ilv.2	PSORS1C1		NM_014068
ENST00000472672	uc011ilw.2	PSORS1C1	NM_014068	NM_014068
ENST00000376289	uc011ily.2	PSORS1C1		NM_014068
ENST00000400401	uc011imf.2	TCF19	NM_001077511	NM_001077511
ENST00000400401	uc011img.2	TCF19	NM_007109	NM_007109
ENST00000407772	uc011imn.3	HCG27		NR_026791
ENST00000428416	uc011imo.1	MICB	NM_005931	NM_005931
ENST00000428416	uc031sve.1	MICB		NM_005931
ENST00000400322	uc011inc.1	MICA		NR_036523
ENST00000400322	uc021ztz.1	MICA	NM_000247	NM_000247
ENST00000400322	uc021zua.1	MICB	NM_005931	NM_005931
ENST00000547609	uc021zub.1	MICA	NM_000247	NM_000247
ENST00000547609	uc011ind.1	MICA	NM_000247	NM_000247
ENST00000428416	uc011inf.1	MICB	NM_005931	NM_005931
ENST00000400313	uc011ing.1	MICB	NM_005931	NM_005931
ENST00000428416	uc011inh.2	MICB	NM_005931	NM_005931
ENST00000383512	uc011ini.1	MCCD1	NM_001011700	NM_001011700
ENST00000400279	uc011inz.2	NFKBIL1	NM_001144963	NM_001144963
ENST00000400279	uc011ioa.2	NFKBIL1	NM_001144962	NM_001144962
ENST00000400279	uc011iob.1	NFKBIL1	NM_001144962	NM_001144962
ENST00000400285	uc011iod.2	NFKBIL1	NM_001144961	NM_001144961
ENST00000400285	uc011ioc.2	NFKBIL1	NM_005007	NM_005007
ENST00000400272	uc011ioe.2	LTA	NM_001159740	NM_001159740
ENST00000383499	uc011iof.2	LTA	NM_000595	NM_000595
ENST00000481446	uc011iog.2	LTA		NM_000595
ENST00000481446	uc011ioh.2	LTA	NM_001159740	NM_001159740
ENST00000481446	uc011ioi.2	LTA		NM_000595
ENST00000481446	uc011ioj.2	LTA		NM_000595
ENST00000383496	uc011iok.3	TNF	NM_000594	NM_000594
ENST00000383496	uc011iol.2	TNF		NM_000594
ENST00000443340	uc021zud.1	LST1	NM_205839	NM_205839
ENST00000448441	uc011ioz.2	LST1	NM_205838	NM_205838
ENST00000448441	uc011ioq.2	LST1		NR_029461
ENST00000448441	uc011ior.2	LST1		NR_029462
ENST00000383484	uc011ios.2	LST1	NM_205837	NM_205837
ENST00000400253	uc011iot.2	LST1		NM_001166538
ENST00000400250	uc011ioy.2	LST1		NM_205840
ENST00000400265	uc021zue.1	LST1		NM_001166538
ENST00000383482	uc011iou.2	LST1		NM_001166538
ENST00000383486	uc011iov.2	LST1	NM_007161	NM_007161
ENST00000400250	uc011iox.2	LST1	NM_205840	NM_205840
ENST00000383480	uc011iow.2	LST1	NM_001166538	NM_001166538
ENST00000383486	uc011ipa.2	LST1	NM_205838	NM_205838
ENST00000470803	uc011ipe.2	AIF1	NM_004847	NM_004847
ENST00000383474	uc031svf.1	AIF1	NM_032955	NM_032955
ENST00000383474	uc011ipf.2	AIF1	NM_001623	NM_001623
ENST00000383473	uc011ipg.2	AIF1	NM_032955	NM_032955
ENST00000551341	uc011iph.1	PRRC2A		NM_080686
ENST00000551341	uc011ipi.2	PRRC2A	NM_080686	NM_080686
ENST00000383455	uc011ipj.2	PRRC2A	NM_004638	NM_004638
ENST00000581839	uc011ipk.2	SNORA38		NR_002971
ENST00000400157	uc031svg.1	APOM		NR_045828
ENST00000400157	uc011ips.3	APOM	NM_001256169	NM_001256169
ENST00000383438	uc011ipt.2	APOM	NM_019101	NM_019101
ENST00000383433	uc011ipz.1	CSNK2B		NM_001320
ENST00000486289	uc011iqa.2	CSNK2B		NM_001320
ENST00000486289	uc021zug.1	CSNK2B	NM_001320	NM_001320
ENST00000383433	uc011iqb.1	CSNK2B	NM_001320	NM_001320
ENST00000383427	uc031svh.1	CSNK2B		NM_001320
ENST00000383427	uc031svi.1	CSNK2B		NM_001320
ENST00000383431	uc031svj.1	LY6G5B	NM_001320	NM_001320
ENST00000383431	uc031svk.1	LY6G5B		NM_021221
ENST00000383431	uc031svl.1	LY6G5B		NM_021221
ENST00000383431	uc031svm.1	LY6G5B	NM_021221	NM_021221
ENST00000462244	uc011iqd.1	LY6G5B	NM_021221	NM_021221
ENST00000383420	uc011iqo.1	LY6G6F	NM_001003693	NM_001003693
ENST00000400084	uc011iqp.1	LY6G6F	NM_001003693	NM_001003693
ENST00000400080	uc011iqu.1	LY6G6D	NM_021246	NM_021246
ENST00000498587	uc011iqv.1	LY6G6D		NM_021246
ENST00000493554	uc021zui.1	C6orf25	NM_138272	NM_138272
ENST00000383412	uc011iqy.2	C6orf25	NM_138272	NM_138272
ENST00000383412	uc011iqz.2	C6orf25	NM_025260	NM_025260
